Site,Date,Date_Time,Gen_QC,Flags,Time,Time_QC,Temp_DOLog,Temp_DOLog_QC,Temp_CondLog,Temp_CondLog_QC,Raw_DO,Raw_DO_QC,DO,DO_QC,DO_Calibration_QC,DO_Pct_Sat,DO_Pct_Sat_QC,Salinity,Salinity_QC,Sal_Calibration_QC,High_Range,High_Range_QC,Spec_Cond,Spec_Cond_QC,Cal,QA_Comment,Field_Comment,,
AB2,8/18/2024,8/18/2024 20:00,,,20:00:00,,23.76,,24.49,,8.87,,7.85,,,110.7,,30.581,,,25632.6,,47048.2,,,,,,
AB2,8/18/2024,8/18/2024 20:10,,,20:10:00,,23.74,,24.5,,8.92,,7.9,,,111.3,,30.5493,,,25614,,47004.6,,,,,,
AB2,8/18/2024,8/18/2024 20:20,,,20:20:00,,23.72,,24.44,,8.47,,7.48,,,105.6,,31.034300000000002,,,25946,,47671.2,,,,,,
AB2,8/18/2024,8/18/2024 20:30,,,20:30:00,,23.66,,24.4,,8.41,,7.42,,,104.7,,31.0668,,,25949.4,,47715.9,,,,,,
AB2,8/18/2024,8/18/2024 20:40,,,20:40:00,,23.66,,24.42,,8.51,,7.51,,,106,,31.0505,,,25947.7,,47693.5,,,,,,
AB2,8/18/2024,8/18/2024 20:50,,,20:50:00,,23.7,,24.46,,8.74,,7.72,,,108.9,,31.0225,,,25947.7,,47655,,,,,,
AB2,8/18/2024,8/18/2024 21:00,,,21:00:00,,23.74,,24.49,,8.61,,7.6,,,107.4,,30.9992,,,25946,,47623.1,,,,,,
AB2,8/18/2024,8/18/2024 21:10,,,21:10:00,,23.78,,24.57,,8.41,,7.43,,,105,,30.9066,,,25918.4,,47495.9,,,,,,
AB2,8/18/2024,8/18/2024 21:20,,,21:20:00,,23.84,,24.59,,8.21,,7.25,,,102.6,,30.9524,,,25963.2,,47558.8,,,,,,
AB2,8/18/2024,8/18/2024 21:30,,,21:30:00,,23.84,,24.59,,8.21,,7.25,,,102.6,,30.9272,,,25944.3,,47524.2,,,,,,
AB2,8/18/2024,8/18/2024 21:40,,,21:40:00,,23.82,,24.57,,8.23,,7.27,,,102.8,,30.9295,,,25935.6,,47527.3,,,,,,
AB2,8/18/2024,8/18/2024 21:50,,,21:50:00,,23.8,,24.54,,8.23,,7.27,,,102.7,,30.9251,,,25916.7,,47521.3,,,,,,
AB2,8/18/2024,8/18/2024 22:00,,,22:00:00,,23.82,,24.58,,8.11,,7.17,,,101.3,,30.8856,,,25908,,47467.1,,,,,,
AB2,8/18/2024,8/18/2024 22:10,,,22:10:00,,23.82,,24.58,,7.93,,7.01,,,99,,30.8444,,,25877.1,,47410.4,,,,,,
AB2,8/18/2024,8/18/2024 22:20,,,22:20:00,,23.82,,24.54,,7.91,,6.99,,,98.8,,30.8974,,,25896,,47483.2,,,,,,
AB2,8/18/2024,8/18/2024 22:30,,,22:30:00,,23.8,,24.54,,7.95,,7.02,,,99.2,,30.8744,,,25878.8,,47451.6,,,,,,
AB2,8/18/2024,8/18/2024 22:40,,,22:40:00,,23.78,,24.54,,7.99,,7.06,,,99.7,,30.8606,,,25868.5,,47432.7,,,,,,
AB2,8/18/2024,8/18/2024 22:50,,,22:50:00,,23.78,,24.54,,7.67,,6.78,,,95.7,,30.8353,,,25849.6,,47398,,,,,,
AB2,8/18/2024,8/18/2024 23:00,,,23:00:00,,23.78,,24.54,,7.8,,6.89,,,97.3,,30.8261,,,25842.7,,47385.3,,,,,,
AB2,8/18/2024,8/18/2024 23:10,,,23:10:00,,23.78,,24.53,,7.79,,6.89,,,97.2,,30.81,,,25825.5,,47363.2,,,,,,
AB2,8/18/2024,8/18/2024 23:20,,,23:20:00,,23.78,,24.55,,7.85,,6.94,,,97.9,,30.8054,,,25832.4,,47356.8,,,,,,
AB2,8/18/2024,8/18/2024 23:30,,,23:30:00,,23.78,,24.53,,7.74,,6.84,,,96.6,,30.8352,,,25844.4,,47397.8,,,,,,
AB2,8/18/2024,8/18/2024 23:40,,,23:40:00,,23.8,,24.59,,7.67,,6.78,,,95.7,,30.7684,,,25825.5,,47306,,,,,,
AB2,8/18/2024,8/18/2024 23:50,,,23:50:00,,23.82,,24.57,,7.52,,6.65,,,93.9,,30.7685,,,25815.2,,47306.1,,,,,,
AB2,8/19/2024,8/19/2024 0:00,,,0:00:00,,23.82,,24.57,,7.43,,6.57,,,92.8,,30.7411,,,25794.7,,47268.5,,,,,,
AB2,8/19/2024,8/19/2024 0:10,,,0:10:00,,23.82,,24.58,,7.55,,6.67,,,94.3,,30.7752,,,25825.5,,47315.3,,,,,,
AB2,8/19/2024,8/19/2024 0:20,,,0:20:00,,23.84,,24.59,,7.57,,6.69,,,94.5,,30.784300000000002,,,25837.5,,47327.8,,,,,,
AB2,8/19/2024,8/19/2024 0:30,,,0:30:00,,23.78,,24.53,,7.24,,6.4,,,90.3,,30.8007,,,25818.7,,47350.4,,,,,,
AB2,8/19/2024,8/19/2024 0:40,,,0:40:00,,23.78,,24.54,,7.44,,6.57,,,92.8,,30.828,,,25844.4,,47387.9,,,,,,
AB2,8/19/2024,8/19/2024 0:50,,,0:50:00,,23.8,,24.58,,7.35,,6.5,,,91.7,,30.7683,,,25820.4,,47305.8,,,,,,
AB2,8/19/2024,8/19/2024 1:00,,,1:00:00,,23.84,,24.61,,7.25,,6.41,,,90.5,,30.7817,,,25846.1,,47324.3,,,,,,
AB2,8/19/2024,8/19/2024 1:10,,,1:10:00,,23.86,,24.61,,7.23,,6.39,,,90.3,,30.7864,,,25849.6,,47330.7,,,,,,
AB2,8/19/2024,8/19/2024 1:20,,,1:20:00,,23.84,,24.61,,7.25,,6.41,,,90.5,,30.8068,,,25865,,47358.8,,,,,,
AB2,8/19/2024,8/19/2024 1:30,,,1:30:00,,23.84,,24.59,,7.15,,6.32,,,89.3,,30.7955,,,25846.1,,47343.2,,,,,,
AB2,8/19/2024,8/19/2024 1:40,,,1:40:00,,23.84,,24.59,,7.13,,6.3,,,89,,30.7886,,,25841,,47333.8,,,,,,
AB2,8/19/2024,8/19/2024 1:50,,,1:50:00,,23.8,,24.54,,7.07,,6.25,,,88.2,,30.8118,,,25832.4,,47365.6,,,,,,
AB2,8/19/2024,8/19/2024 2:00,,,2:00:00,,23.8,,24.55,,6.78,,5.99,,,84.6,,30.8392,,,25858.2,,47403.3,,,,,,
AB2,8/19/2024,8/19/2024 2:10,,,2:10:00,,23.82,,24.59,,6.71,,5.93,,,83.8,,30.7953,,,25846.1,,47343,,,,,,
AB2,8/19/2024,8/19/2024 2:20,,,2:20:00,,23.84,,24.58,,6.83,,6.03,,,85.3,,30.8526,,,25883.9,,47421.7,,,,,,
AB2,8/19/2024,8/19/2024 2:30,,,2:30:00,,23.8,,24.53,,6.8,,6.01,,,84.8,,30.8323,,,25842.7,,47393.8,,,,,,
AB2,8/19/2024,8/19/2024 2:40,,,2:40:00,,23.74,,24.5,,6.69,,5.91,,,83.4,,30.8301,,,25825.5,,47390.8,,,,,,
AB2,8/19/2024,8/19/2024 2:50,,,2:50:00,,23.72,,24.45,,6.38,,5.63,,,79.5,,30.8901,,,25844.4,,47473.2,,,,,,
AB2,8/19/2024,8/19/2024 3:00,,,3:00:00,,23.7,,24.42,,6.41,,5.66,,,79.8,,30.8513,,,25799.8,,47419.9,,,,,,
AB2,8/19/2024,8/19/2024 3:10,,,3:10:00,,23.6,,24.29,,6.35,,5.6,,,78.9,,31.0202,,,25858.2,,47651.8,,,,,,
AB2,8/19/2024,8/19/2024 3:20,,,3:20:00,,23.5,,24.26,,6.37,,5.62,,,79,,31.0364,,,25854.7,,47674.2,,,,,,
AB2,8/19/2024,8/19/2024 3:30,,,3:30:00,,23.5,,24.24,,5.98,,5.27,,,74.2,,31.0735,,,25871.9,,47725.1,,,,,,
AB2,8/19/2024,8/19/2024 3:40,,,3:40:00,,23.46,,24.2,,5.48,,4.83,,,67.9,,31.0554,,,25837.5,,47700.2,,,,,,
AB2,8/19/2024,8/19/2024 3:50,,,3:50:00,,23.46,,24.2,,5.34,,4.71,,,66.2,,31.09,,,25863.3,,47747.7,,,,,,
AB2,8/19/2024,8/19/2024 4:00,,,4:00:00,,23.48,,24.27,,5.81,,5.12,,,72,,31.0639,,,25880.5,,47711.9,,,,,,
AB2,8/19/2024,8/19/2024 4:10,,,4:10:00,,23.56,,24.31,,5.98,,5.27,,,74.3,,31.0243,,,25871.9,,47657.6,,,,,,
AB2,8/19/2024,8/19/2024 4:20,,,4:20:00,,23.56,,24.29,,5.7,,5.03,,,70.8,,31.0453,,,25877.1,,47686.3,,,,,,
AB2,8/19/2024,8/19/2024 4:30,,,4:30:00,,23.5,,24.26,,5.89,,5.19,,,73.1,,31.0894,,,25894.3,,47746.9,,,,,,
AB2,8/19/2024,8/19/2024 4:40,,,4:40:00,,23.48,,24.23,,5.48,,4.83,,,67.9,,31.0873,,,25877.1,,47744,,,,,,
AB2,8/19/2024,8/19/2024 4:50,,,4:50:00,,23.48,,24.23,,6.4,,5.64,,,79.3,,31.0757,,,25868.5,,47728.1,,,,,,
AB2,8/19/2024,8/19/2024 5:00,,,5:00:00,,23.48,,24.23,,6.89,,6.07,,,85.4,,31.0687,,,25863.3,,47718.5,,,,,,
AB2,8/19/2024,8/19/2024 5:10,,,5:10:00,,23.48,,24.23,,7.42,,6.54,,,92,,30.9972,,,25810.1,,47620.3,,,,,,
AB2,8/19/2024,8/19/2024 5:20,,,5:20:00,,23.5,,24.26,,7.68,,6.77,,,95.2,,31.0892,,,25894.3,,47746.6,,,,,,
AB2,8/19/2024,8/19/2024 5:30,,,5:30:00,,23.5,,24.26,,7.42,,6.54,,,92,,31.0706,,,25880.5,,47721.1,,,,,,
AB2,8/19/2024,8/19/2024 5:40,,,5:40:00,,23.5,,24.26,,7.37,,6.5,,,91.4,,31.0776,,,25885.7,,47730.7,,,,,,
AB2,8/19/2024,8/19/2024 5:50,,,5:50:00,,23.5,,24.24,,7.31,,6.44,,,90.6,,31.0522,,,25856.4,,47695.9,,,,,,
AB2,8/19/2024,8/19/2024 6:00,,,6:00:00,,23.48,,24.23,,7.33,,6.46,,,90.9,,31.0408,,,25842.7,,47680.2,,,,,,
AB2,8/19/2024,8/19/2024 6:10,,,6:10:00,,23.5,,24.27,,7.35,,6.48,,,91.1,,31.0589,,,25877.1,,47705,,,,,,
AB2,8/19/2024,8/19/2024 6:20,,,6:20:00,,23.52,,24.29,,7.32,,6.45,,,90.8,,31.0772,,,25901.2,,47730.1,,,,,,
AB2,8/19/2024,8/19/2024 6:30,,,6:30:00,,23.56,,24.32,,7.48,,6.59,,,92.8,,31.0907,,,25927,,47748.7,,,,,,
AB2,8/19/2024,8/19/2024 6:40,,,6:40:00,,23.58,,24.33,,7.54,,6.64,,,93.6,,31.2532,,,26053.3,,47971.6,,,,,,
AB2,8/19/2024,8/19/2024 6:50,,,6:50:00,,23.58,,24.32,,7.43,,6.54,,,92.3,,31.2113,,,26016.9,,47914.2,,,,,,
AB2,8/19/2024,8/19/2024 7:00,,,7:00:00,,23.56,,24.31,,7.35,,6.47,,,91.2,,31.1764,,,25985.7,,47866.3,,,,,,
AB2,8/19/2024,8/19/2024 7:10,,,7:10:00,,23.56,,24.29,,7.43,,6.54,,,92.2,,31.1812,,,25978.8,,47872.9,,,,,,
AB2,8/19/2024,8/19/2024 7:20,,,7:20:00,,23.56,,24.31,,7.41,,6.52,,,92,,31.3558,,,26119.3,,48112.3,,,,,,
AB2,8/19/2024,8/19/2024 7:30,,,7:30:00,,23.56,,24.32,,7.55,,6.64,,,93.7,,31.3604,,,26128,,48118.5,,,,,,
AB2,8/19/2024,8/19/2024 7:40,,,7:40:00,,23.58,,24.33,,7.55,,6.64,,,93.7,,31.3696,,,26140.2,,48131.2,,,,,,
AB2,8/19/2024,8/19/2024 7:50,,,7:50:00,,23.58,,24.33,,7.53,,6.62,,,93.5,,31.3415,,,26119.3,,48092.7,,,,,,
AB2,8/19/2024,8/19/2024 8:00,,,8:00:00,,23.56,,24.31,,7.44,,6.54,,,92.3,,31.3698,,,26129.8,,48131.4,,,,,,
AB2,8/19/2024,8/19/2024 8:10,,,8:10:00,,23.56,,24.31,,7.47,,6.57,,,92.7,,31.3814,,,26138.5,,48147.4,,,,,,
AB2,8/19/2024,8/19/2024 8:20,,,8:20:00,,23.54,,24.24,,7.55,,6.64,,,93.7,,31.4522,,,26154.2,,48244.3,,,,,,
AB2,8/19/2024,8/19/2024 8:30,,,8:30:00,,23.48,,24.2,,7.84,,6.89,,,97.1,,31.45,,,26131.5,,48241.4,,,,,,
AB2,8/19/2024,8/19/2024 8:40,,,8:40:00,,23.46,,24.2,,7.8,,6.86,,,96.6,,31.4218,,,26110.6,,48202.7,,,,,,
AB2,8/19/2024,8/19/2024 8:50,,,8:50:00,,23.46,,24.2,,7.75,,6.81,,,96,,31.3913,,,26088,,48161,,,,,,
AB2,8/19/2024,8/19/2024 9:00,,,9:00:00,,23.46,,24.2,,7.87,,6.92,,,97.5,,31.3937,,,26089.8,,48164.3,,,,,,
AB2,8/19/2024,8/19/2024 9:10,,,9:10:00,,23.46,,24.22,,7.78,,6.84,,,96.4,,31.3678,,,26081.1,,48128.7,,,,,,
AB2,8/19/2024,8/19/2024 9:20,,,9:20:00,,23.48,,24.27,,7.65,,6.73,,,94.8,,31.2786,,,26041.1,,48006.4,,,,,,
AB2,8/19/2024,8/19/2024 9:30,,,9:30:00,,23.54,,24.29,,7.33,,6.45,,,90.9,,31.2504,,,26030.7,,47967.8,,,,,,
AB2,8/19/2024,8/19/2024 9:40,,,9:40:00,,23.54,,24.29,,7.18,,6.32,,,89,,31.2016,,,25994.4,,47900.9,,,,,,
AB2,8/19/2024,8/19/2024 9:50,,,9:50:00,,23.52,,24.27,,7.37,,6.49,,,91.4,,31.2017,,,25984,,47901,,,,,,
AB2,8/19/2024,8/19/2024 10:00,,,10:00:00,,23.54,,24.29,,7.19,,6.33,,,89.2,,31.1551,,,25959.8,,47837,,,,,,
AB2,8/19/2024,8/19/2024 10:10,,,10:10:00,,23.54,,24.29,,7.12,,6.27,,,88.3,,31.1388,,,25947.7,,47814.7,,,,,,
AB2,8/19/2024,8/19/2024 10:20,,,10:20:00,,23.54,,24.29,,7.08,,6.23,,,87.8,,31.1759,,,25975.3,,47865.5,,,,,,
AB2,8/19/2024,8/19/2024 10:30,,,10:30:00,,23.56,,24.33,,7.1,,6.25,,,88.1,,31.1107,,,25947.7,,47776.1,,,,,,
AB2,8/19/2024,8/19/2024 10:40,,,10:40:00,,23.56,,24.31,,7.03,,6.19,,,87.2,,31.1294,,,25951.2,,47801.7,,,,,,
AB2,8/19/2024,8/19/2024 10:50,,,10:50:00,,23.6,,24.37,,6.92,,6.1,,,85.9,,31.034,,,25911.5,,47670.9,,,,,,
AB2,8/19/2024,8/19/2024 11:00,,,11:00:00,,23.6,,24.36,,6.95,,6.12,,,86.3,,30.9994,,,25880.5,,47623.4,,,,,,
AB2,8/19/2024,8/19/2024 11:10,,,11:10:00,,23.6,,24.36,,6.82,,6.01,,,84.7,,30.9856,,,25870.2,,47604.4,,,,,,
AB2,8/19/2024,8/19/2024 11:20,,,11:20:00,,23.6,,24.36,,6.92,,6.1,,,85.9,,30.971800000000002,,,25859.9,,47585.4,,,,,,
AB2,8/19/2024,8/19/2024 11:30,,,11:30:00,,23.58,,24.35,,6.85,,6.04,,,85,,30.9602,,,25846.1,,47569.5,,,,,,
AB2,8/19/2024,8/19/2024 11:40,,,11:40:00,,23.64,,24.41,,6.9,,6.08,,,85.7,,30.8541,,,25798.1,,47423.8,,,,,,
AB2,8/19/2024,8/19/2024 11:50,,,11:50:00,,23.66,,24.4,,6.83,,6.02,,,84.9,,30.8542,,,25793,,47423.9,,,,,,
AB2,8/19/2024,8/19/2024 12:00,,,12:00:00,,23.62,,24.39,,6.44,,5.68,,,80,,30.8589,,,25791.3,,47430.3,,,,,,
AB2,8/19/2024,8/19/2024 12:10,,,12:10:00,,23.64,,24.41,,6.74,,5.95,,,83.7,,30.7877,,,25748.5,,47332.5,,,,,,
AB2,8/19/2024,8/19/2024 12:20,,,12:20:00,,23.62,,24.39,,6.73,,5.94,,,83.6,,30.8084,,,25753.6,,47360.9,,,,,,
AB2,8/19/2024,8/19/2024 12:30,,,12:30:00,,23.64,,24.42,,6.74,,5.95,,,83.7,,30.783,,,25750.2,,47326,,,,,,
AB2,8/19/2024,8/19/2024 12:40,,,12:40:00,,23.66,,24.42,,6.67,,5.88,,,82.9,,30.7372,,,25716,,47263.1,,,,,,
AB2,8/19/2024,8/19/2024 12:50,,,12:50:00,,23.66,,24.44,,6.51,,5.74,,,80.9,,30.7188,,,25712.6,,47237.8,,,,,,
AB2,8/19/2024,8/19/2024 13:00,,,13:00:00,,23.66,,24.42,,6.31,,5.57,,,78.4,,30.7167,,,25700.7,,47234.9,,,,,,
AB2,8/19/2024,8/19/2024 13:10,,,13:10:00,,23.68,,24.44,,6.44,,5.68,,,80,,30.7028,,,25700.7,,47215.8,,,,,,
AB2,8/19/2024,8/19/2024 13:20,,,13:20:00,,23.68,,24.46,,6.54,,5.77,,,81.3,,30.6912,,,25702.4,,47199.9,,,,,,
AB2,8/19/2024,8/19/2024 13:30,,,13:30:00,,23.72,,24.5,,6.81,,6.01,,,84.7,,30.6545,,,25695.6,,47149.4,,,,,,
AB2,8/19/2024,8/19/2024 13:40,,,13:40:00,,23.74,,24.51,,6.99,,6.17,,,87,,30.6294,,,25682,,47114.9,,,,,,
AB2,8/19/2024,8/19/2024 13:50,,,13:50:00,,23.78,,24.55,,7.22,,6.37,,,89.9,,30.6132,,,25690.5,,47092.5,,,,,,
AB2,8/19/2024,8/19/2024 14:00,,,14:00:00,,23.82,,24.58,,7.22,,6.37,,,90,,30.6357,,,25722.9,,47123.5,,,,,,
AB2,8/19/2024,8/19/2024 14:10,,,14:10:00,,23.86,,24.64,,7.14,,6.3,,,89,,30.6102,,,25734.8,,47088.4,,,,,,
AB2,8/19/2024,8/19/2024 14:20,,,14:20:00,,23.88,,24.64,,7.27,,6.42,,,90.7,,30.6397,,,25757,,47129,,,,,,
AB2,8/19/2024,8/19/2024 14:30,,,14:30:00,,23.9,,24.67,,7.4,,6.53,,,92.3,,30.5895,,,25734.8,,47060,,,,,,
AB2,8/19/2024,8/19/2024 14:40,,,14:40:00,,23.94,,24.72,,7.21,,6.37,,,90,,30.5666,,,25743.4,,47028.4,,,,,,
AB2,8/19/2024,8/19/2024 14:50,,,14:50:00,,23.96,,24.71,,7.4,,6.54,,,92.4,,30.5825,,,25750.2,,47050.3,,,,,,
AB2,8/19/2024,8/19/2024 15:00,,,15:00:00,,24.18,,25.03,,8.57,,7.58,,,107.5,,30.3552,,,25743.4,,46737.5,,,,,,
AB2,8/19/2024,8/19/2024 15:10,,,15:10:00,,24.24,,25.02,,8.57,,7.58,,,107.6,,30.3777,,,25755.3,,46768.4,,,,,,
AB2,8/19/2024,8/19/2024 15:20,,,15:20:00,,24.24,,25.01,,8.53,,7.54,,,107.1,,30.371,,,25745.1,,46759.1,,,,,,
AB2,8/19/2024,8/19/2024 15:30,,,15:30:00,,24.18,,24.86,,7.74,,6.84,,,97.1,,30.4685,,,25741.7,,46893.4,,,,,,
AB2,8/19/2024,8/19/2024 15:40,,,15:40:00,,24.1,,24.85,,7.58,,6.7,,,94.9,,30.4481,,,25721.2,,46865.4,,,,,,
AB2,8/19/2024,8/19/2024 15:50,,,15:50:00,,24.1,,24.88,,7.8,,6.9,,,97.7,,30.4231,,,25717.8,,46831,,,,,,
AB2,8/19/2024,8/19/2024 16:00,,,16:00:00,,24.08,,24.84,,7.84,,6.93,,,98.1,,30.5114,,,25763.9,,46952.5,,,,,,
AB2,8/19/2024,8/19/2024 16:10,,,16:10:00,,24.16,,24.97,,8.65,,7.65,,,108.4,,30.425,,,25765.6,,46833.6,,,,,,
AB2,8/19/2024,8/19/2024 16:20,,,16:20:00,,24.22,,24.99,,8.85,,7.82,,,111.1,,30.4248,,,25775.8,,46833.3,,,,,,
AB2,8/19/2024,8/19/2024 16:30,,,16:30:00,,24.24,,24.99,,8.91,,7.88,,,111.9,,30.4203,,,25772.4,,46827.1,,,,,,
AB2,8/19/2024,8/19/2024 16:40,,,16:40:00,,24.2,,24.97,,8.81,,7.79,,,110.5,,30.443,,,25779.3,,46858.3,,,,,,
AB2,8/19/2024,8/19/2024 16:50,,,16:50:00,,24.2,,24.95,,8.82,,7.79,,,110.6,,30.4881,,,25803.2,,46920.5,,,,,,
AB2,8/19/2024,8/19/2024 17:00,,,17:00:00,,24.22,,24.97,,8.89,,7.85,,,111.5,,30.5561,,,25865,,47014,,,,,,
AB2,8/19/2024,8/19/2024 17:10,,,17:10:00,,24.22,,24.98,,8.99,,7.94,,,112.8,,30.4993,,,25827.2,,46935.9,,,,,,
AB2,8/19/2024,8/19/2024 17:20,,,17:20:00,,24.22,,24.97,,8.98,,7.93,,,112.7,,30.5266,,,25842.7,,46973.4,,,,,,
AB2,8/19/2024,8/19/2024 17:30,,,17:30:00,,24.18,,24.93,,8.82,,7.79,,,110.6,,30.5266,,,25822.1,,46973.4,,,,,,
AB2,8/19/2024,8/19/2024 17:40,,,17:40:00,,24.16,,24.92,,8.81,,7.78,,,110.4,,30.5243,,,25815.2,,46970.2,,,,,,
AB2,8/19/2024,8/19/2024 17:50,,,17:50:00,,24.14,,24.89,,8.67,,7.66,,,108.6,,30.5742,,,25837.5,,47039,,,,,,
AB2,8/19/2024,8/19/2024 18:00,,,18:00:00,,24.1,,24.85,,8.63,,7.62,,,108,,30.5676,,,25811.8,,47029.8,,,,,,
AB2,8/19/2024,8/19/2024 18:10,,,18:10:00,,24.06,,24.79,,8.2,,7.24,,,102.6,,30.6178,,,25818.7,,47098.9,,,,,,
AB2,8/19/2024,8/19/2024 18:20,,,18:20:00,,24,,24.72,,8.12,,7.16,,,101.5,,30.6612,,,25815.2,,47158.6,,,,,,
AB2,8/19/2024,8/19/2024 18:30,,,18:30:00,,23.96,,24.71,,8.08,,7.12,,,100.9,,30.8901,,,25982.3,,47473.3,,,,,,
AB2,8/19/2024,8/19/2024 18:40,,,18:40:00,,23.92,,24.64,,7.99,,7.04,,,99.7,,30.8238,,,25896,,47382.1,,,,,,
AB2,8/19/2024,8/19/2024 18:50,,,18:50:00,,23.9,,24.64,,8.01,,7.06,,,99.9,,30.9271,,,25973.6,,47524,,,,,,
AB2,8/19/2024,8/19/2024 19:00,,,19:00:00,,23.88,,24.63,,8.14,,7.17,,,101.5,,30.927,,,25968.4,,47524,,,,,,
AB2,8/19/2024,8/19/2024 19:10,,,19:10:00,,23.86,,24.61,,8.3,,7.31,,,103.4,,30.9202,,,25952.9,,47514.6,,,,,,
AB2,8/19/2024,8/19/2024 19:20,,,19:20:00,,23.84,,24.59,,8.34,,7.35,,,103.9,,30.9042,,,25930.5,,47492.6,,,,,,
AB2,8/19/2024,8/19/2024 19:30,,,19:30:00,,23.84,,24.58,,8.33,,7.34,,,103.7,,30.9204,,,25937.4,,47514.8,,,,,,
AB2,8/19/2024,8/19/2024 19:40,,,19:40:00,,23.84,,24.58,,8.2,,7.22,,,102.1,,31.0494,,,26034.2,,47692,,,,,,
AB2,8/19/2024,8/19/2024 19:50,,,19:50:00,,23.82,,24.58,,8.54,,7.51,,,106.3,,31.0586,,,26041.1,,47704.6,,,,,,
AB2,8/19/2024,8/19/2024 20:00,,,20:00:00,,23.8,,24.53,,8.7,,7.66,,,108.3,,31.0334,,,25996.1,,47670,,,,,,
AB2,8/19/2024,8/19/2024 20:10,,,20:10:00,,23.76,,24.49,,8.8,,7.74,,,109.4,,31.0613,,,25996.1,,47708.4,,,,,,
AB2,8/19/2024,8/19/2024 20:20,,,20:20:00,,23.72,,24.48,,8.75,,7.7,,,108.7,,31.0521,,,25984,,47695.7,,,,,,
AB2,8/19/2024,8/19/2024 20:30,,,20:30:00,,23.72,,24.46,,8.67,,7.63,,,107.7,,31.036,,,25961.5,,47673.5,,,,,,
AB2,8/19/2024,8/19/2024 20:40,,,20:40:00,,23.7,,24.44,,8.58,,7.55,,,106.6,,31.02,,,25939.1,,47651.6,,,,,,
AB2,8/19/2024,8/19/2024 20:50,,,20:50:00,,23.66,,24.41,,8.59,,7.55,,,106.6,,31.0871,,,25973.6,,47743.7,,,,,,
AB2,8/19/2024,8/19/2024 21:00,,,21:00:00,,23.64,,24.4,,8.43,,7.41,,,104.6,,31.259,,,26096.7,,47979.6,,,,,,
AB2,8/19/2024,8/19/2024 21:10,,,21:10:00,,23.64,,24.39,,8.47,,7.44,,,105.1,,31.231,,,26070.6,,47941.2,,,,,,
AB2,8/19/2024,8/19/2024 21:20,,,21:20:00,,23.62,,24.37,,8.48,,7.45,,,105.1,,31.2219,,,26053.3,,47928.6,,,,,,
AB2,8/19/2024,8/19/2024 21:30,,,21:30:00,,23.62,,24.37,,8.48,,7.45,,,105.1,,31.2125,,,26046.3,,47915.7,,,,,,
AB2,8/19/2024,8/19/2024 21:40,,,21:40:00,,23.64,,24.4,,8.27,,7.27,,,102.6,,31.131,,,26001.3,,47804,,,,,,
AB2,8/19/2024,8/19/2024 21:50,,,21:50:00,,23.68,,24.45,,8.02,,7.05,,,99.6,,31.1144,,,26015.1,,47781.2,,,,,,
AB2,8/19/2024,8/19/2024 22:00,,,22:00:00,,23.74,,24.48,,7.93,,6.97,,,98.5,,31.0657,,,25994.4,,47714.3,,,,,,
AB2,8/19/2024,8/19/2024 22:10,,,22:10:00,,23.74,,24.49,,7.82,,6.88,,,97.2,,31.0286,,,25971.9,,47663.4,,,,,,
AB2,8/19/2024,8/19/2024 22:20,,,22:20:00,,23.76,,24.53,,7.79,,6.85,,,96.8,,31.0029,,,25973.6,,47628.1,,,,,,
AB2,8/19/2024,8/19/2024 22:30,,,22:30:00,,23.8,,24.58,,7.8,,6.86,,,97,,30.9611,,,25968.4,,47570.7,,,,,,
AB2,8/19/2024,8/19/2024 22:40,,,22:40:00,,23.78,,24.53,,7.83,,6.89,,,97.4,,30.9867,,,25961.5,,47605.8,,,,,,
AB2,8/19/2024,8/19/2024 22:50,,,22:50:00,,23.8,,24.59,,7.8,,6.86,,,97,,30.9748,,,25984,,47589.6,,,,,,
AB2,8/19/2024,8/19/2024 23:00,,,23:00:00,,23.84,,24.58,,7.73,,6.8,,,96.2,,30.9656,,,25971.9,,47577,,,,,,
AB2,8/19/2024,8/19/2024 23:10,,,23:10:00,,23.82,,24.57,,7.65,,6.73,,,95.2,,30.9241,,,25935.6,,47520,,,,,,
AB2,8/19/2024,8/19/2024 23:20,,,23:20:00,,23.84,,24.61,,7.78,,6.85,,,96.8,,30.8849,,,25927,,47466,,,,,,
AB2,8/19/2024,8/19/2024 23:30,,,23:30:00,,23.84,,24.61,,7.71,,6.79,,,96,,30.855,,,25904.6,,47425,,,,,,
AB2,8/19/2024,8/19/2024 23:40,,,23:40:00,,23.84,,24.62,,7.59,,6.68,,,94.5,,30.8572,,,25911.5,,47428,,,,,,
AB2,8/19/2024,8/19/2024 23:50,,,23:50:00,,23.84,,24.61,,7.49,,6.6,,,93.2,,30.8273,,,25883.9,,47387,,,,,,
AB2,8/20/2024,8/20/2024 0:00,,,0:00:00,,23.86,,24.64,,7.47,,6.58,,,93,,30.7723,,,25858.2,,47311.4,,,,,,
AB2,8/20/2024,8/20/2024 0:10,,,0:10:00,,23.88,,24.63,,7.38,,6.5,,,91.9,,30.7563,,,25841,,47289.4,,,,,,
AB2,8/20/2024,8/20/2024 0:20,,,0:20:00,,23.88,,24.66,,7.39,,6.51,,,92,,30.7172,,,25827.2,,47235.6,,,,,,
AB2,8/20/2024,8/20/2024 0:30,,,0:30:00,,23.92,,24.73,,7.43,,6.55,,,92.6,,30.7398,,,25880.5,,47266.6,,,,,,
