"Plot Title: BBC21"
"#","Date Time, GMT-04:00","DO conc, mg/L (LGR S/N: 21984863, SEN S/N: 21984863)","Temp, °C (LGR S/N: 21984863, SEN S/N: 21984863)"
1061,05/28/24 11:10:00 PM,9.78,15.24
1062,05/28/24 11:20:00 PM,9.80,15.46
1063,05/28/24 11:30:00 PM,9.58,15.40
1064,05/28/24 11:40:00 PM,9.16,15.28
1065,05/28/24 11:50:00 PM,9.47,15.08
1066,05/29/24 12:00:00 AM,9.57,14.94
1067,05/29/24 12:10:00 AM,9.30,14.96
1068,05/29/24 12:20:00 AM,9.55,14.86
1069,05/29/24 12:30:00 AM,9.41,14.70
1070,05/29/24 12:40:00 AM,9.59,14.66
1071,05/29/24 12:50:00 AM,9.56,14.72
1072,05/29/24 01:00:00 AM,8.81,14.72
1073,05/29/24 01:10:00 AM,9.21,14.60
1074,05/29/24 01:20:00 AM,9.09,14.54
1075,05/29/24 01:30:00 AM,9.32,14.42
1076,05/29/24 01:40:00 AM,9.37,14.48
1077,05/29/24 01:50:00 AM,9.52,14.70
1078,05/29/24 02:00:00 AM,8.80,14.52
1079,05/29/24 02:10:00 AM,8.53,14.38
1080,05/29/24 02:20:00 AM,9.05,14.36
1081,05/29/24 02:30:00 AM,9.68,14.62
1082,05/29/24 02:40:00 AM,9.48,15.28
1083,05/29/24 02:50:00 AM,9.27,15.56
1084,05/29/24 03:00:00 AM,9.96,15.82
1085,05/29/24 03:10:00 AM,8.77,14.58
1086,05/29/24 03:20:00 AM,8.74,14.00
1087,05/29/24 03:30:00 AM,8.88,14.02
1088,05/29/24 03:40:00 AM,8.95,14.10
1089,05/29/24 03:50:00 AM,9.10,14.64
1090,05/29/24 04:00:00 AM,9.37,15.02
1091,05/29/24 04:10:00 AM,9.24,15.18
1092,05/29/24 04:20:00 AM,8.89,15.14
1093,05/29/24 04:30:00 AM,8.80,14.84
1094,05/29/24 04:40:00 AM,8.66,14.60
1095,05/29/24 04:50:00 AM,8.54,14.46
1096,05/29/24 05:00:00 AM,8.73,14.36
1097,05/29/24 05:10:00 AM,8.54,14.36
1098,05/29/24 05:20:00 AM,8.72,14.08
1099,05/29/24 05:30:00 AM,9.07,14.38
1100,05/29/24 05:40:00 AM,9.31,15.14
1101,05/29/24 05:50:00 AM,9.15,15.80
1102,05/29/24 06:00:00 AM,8.68,16.14
1103,05/29/24 06:10:00 AM,8.77,15.84
1104,05/29/24 06:20:00 AM,8.62,15.32
1105,05/29/24 06:30:00 AM,8.63,15.06
1106,05/29/24 06:40:00 AM,8.58,15.00
1107,05/29/24 06:50:00 AM,8.44,14.82
1108,05/29/24 07:00:00 AM,8.66,14.82
1109,05/29/24 07:10:00 AM,8.88,14.92
1110,05/29/24 07:20:00 AM,8.98,15.04
1111,05/29/24 07:30:00 AM,8.42,14.92
1112,05/29/24 07:40:00 AM,8.43,14.82
1113,05/29/24 07:50:00 AM,8.32,14.60
1114,05/29/24 08:00:00 AM,8.12,14.78
1115,05/29/24 08:10:00 AM,9.01,15.26
1116,05/29/24 08:20:00 AM,8.48,15.40
1117,05/29/24 08:30:00 AM,8.27,15.08
1118,05/29/24 08:40:00 AM,7.55,14.56
1119,05/29/24 08:50:00 AM,7.33,14.50
1120,05/29/24 09:00:00 AM,7.77,14.36
1121,05/29/24 09:10:00 AM,7.73,14.30
1122,05/29/24 09:20:00 AM,8.13,14.40
1123,05/29/24 09:30:00 AM,8.66,14.70
1124,05/29/24 09:40:00 AM,8.88,14.82
1125,05/29/24 09:50:00 AM,8.96,15.40
1126,05/29/24 10:00:00 AM,8.80,15.68
1127,05/29/24 10:10:00 AM,8.85,15.76
1128,05/29/24 10:20:00 AM,8.76,15.78
1129,05/29/24 10:30:00 AM,9.13,15.82
1130,05/29/24 10:40:00 AM,9.15,15.74
1131,05/29/24 10:50:00 AM,8.72,15.72
1132,05/29/24 11:00:00 AM,8.36,15.74
1133,05/29/24 11:10:00 AM,8.64,15.68
1134,05/29/24 11:20:00 AM,8.29,15.10
1135,05/29/24 11:30:00 AM,8.77,14.82
1136,05/29/24 11:40:00 AM,8.40,14.88
1137,05/29/24 11:50:00 AM,8.48,14.90
1138,05/29/24 12:00:00 PM,9.05,14.16
1139,05/29/24 12:10:00 PM,9.29,13.20
1140,05/29/24 12:20:00 PM,9.39,13.06
1141,05/29/24 12:30:00 PM,8.80,13.00
1142,05/29/24 12:40:00 PM,9.55,12.76
1143,05/29/24 12:50:00 PM,9.66,12.68
1144,05/29/24 01:00:00 PM,9.80,12.66
1145,05/29/24 01:10:00 PM,9.40,12.70
1146,05/29/24 01:20:00 PM,9.79,12.72
1147,05/29/24 01:30:00 PM,9.76,12.76
1148,05/29/24 01:40:00 PM,9.75,12.86
1149,05/29/24 01:50:00 PM,9.75,12.90
1150,05/29/24 02:00:00 PM,9.66,12.80
1151,05/29/24 02:10:00 PM,9.61,12.88
1152,05/29/24 02:20:00 PM,9.89,13.12
1153,05/29/24 02:30:00 PM,9.75,13.44
1154,05/29/24 02:40:00 PM,9.62,13.50
1155,05/29/24 02:50:00 PM,9.72,13.46
1156,05/29/24 03:00:00 PM,9.23,13.56
1157,05/29/24 03:10:00 PM,9.16,13.46
1158,05/29/24 03:20:00 PM,9.69,13.22
1159,05/29/24 03:30:00 PM,9.49,13.14
1160,05/29/24 03:40:00 PM,9.69,13.22
1161,05/29/24 03:50:00 PM,9.59,13.72
1162,05/29/24 04:00:00 PM,9.11,14.04
1163,05/29/24 04:10:00 PM,9.50,13.50
1164,05/29/24 04:20:00 PM,9.24,14.20
1165,05/29/24 04:30:00 PM,9.11,14.34
1166,05/29/24 04:40:00 PM,8.96,14.48
1167,05/29/24 04:50:00 PM,9.28,14.10
1168,05/29/24 05:00:00 PM,9.24,13.48
1169,05/29/24 05:10:00 PM,9.25,13.50
1170,05/29/24 05:20:00 PM,9.20,13.88
1171,05/29/24 05:30:00 PM,9.54,13.88
1172,05/29/24 05:40:00 PM,9.11,14.60
1173,05/29/24 05:50:00 PM,9.23,14.42
1174,05/29/24 06:00:00 PM,9.62,14.38
1175,05/29/24 06:10:00 PM,9.54,14.68
1176,05/29/24 06:20:00 PM,9.36,14.56
1177,05/29/24 06:30:00 PM,9.42,14.64
1178,05/29/24 06:40:00 PM,9.52,14.50
1179,05/29/24 06:50:00 PM,9.86,15.24
1180,05/29/24 07:00:00 PM,9.72,15.56
1181,05/29/24 07:10:00 PM,8.94,15.08
1182,05/29/24 07:20:00 PM,8.50,14.70
1183,05/29/24 07:30:00 PM,9.04,14.40
1184,05/29/24 07:40:00 PM,8.57,13.66
1185,05/29/24 07:50:00 PM,8.17,13.08
1186,05/29/24 08:00:00 PM,8.44,13.18
1187,05/29/24 08:10:00 PM,8.97,13.58
1188,05/29/24 08:20:00 PM,8.96,14.44
1189,05/29/24 08:30:00 PM,8.67,14.38
1190,05/29/24 08:40:00 PM,8.33,13.98
1191,05/29/24 08:50:00 PM,8.89,13.82
1192,05/29/24 09:00:00 PM,8.97,13.64
1193,05/29/24 09:10:00 PM,8.84,13.66
1194,05/29/24 09:20:00 PM,9.48,13.90
1195,05/29/24 09:30:00 PM,8.83,14.70
1196,05/29/24 09:40:00 PM,9.35,15.02
1197,05/29/24 09:50:00 PM,8.91,15.08
1198,05/29/24 10:00:00 PM,8.44,14.68
1199,05/29/24 10:10:00 PM,8.70,14.76
1200,05/29/24 10:20:00 PM,8.56,14.14
1201,05/29/24 10:30:00 PM,8.02,13.96
1202,05/29/24 10:40:00 PM,8.54,13.94
1203,05/29/24 10:50:00 PM,9.13,14.04
1204,05/29/24 11:00:00 PM,9.62,14.74
1205,05/29/24 11:10:00 PM,9.35,15.28
1206,05/29/24 11:20:00 PM,8.67,14.40
1207,05/29/24 11:30:00 PM,8.38,14.02
1208,05/29/24 11:40:00 PM,8.09,13.68
1209,05/29/24 11:50:00 PM,8.26,13.88
1210,05/30/24 12:00:00 AM,8.42,13.60
1211,05/30/24 12:10:00 AM,8.46,13.56
1212,05/30/24 12:20:00 AM,8.89,13.90
1213,05/30/24 12:30:00 AM,9.24,14.54
1214,05/30/24 12:40:00 AM,9.41,14.32
1215,05/30/24 12:50:00 AM,9.29,14.30
1216,05/30/24 01:00:00 AM,9.14,14.30
1217,05/30/24 01:10:00 AM,9.52,14.30
1218,05/30/24 01:20:00 AM,9.59,14.30
1219,05/30/24 01:30:00 AM,9.58,14.60
1220,05/30/24 01:40:00 AM,8.68,14.44
1221,05/30/24 01:50:00 AM,8.52,14.32
1222,05/30/24 02:00:00 AM,7.12,14.26
1223,05/30/24 02:10:00 AM,7.07,14.26
1224,05/30/24 02:20:00 AM,9.09,14.24
1225,05/30/24 02:30:00 AM,9.10,14.34
1226,05/30/24 02:40:00 AM,9.01,14.40
1227,05/30/24 02:50:00 AM,9.29,14.26
1228,05/30/24 03:00:00 AM,8.74,14.16
1229,05/30/24 03:10:00 AM,9.61,14.34
1230,05/30/24 03:20:00 AM,9.62,14.58
1231,05/30/24 03:30:00 AM,9.27,14.64
1232,05/30/24 03:40:00 AM,8.64,14.70
1233,05/30/24 03:50:00 AM,8.87,14.72
1234,05/30/24 04:00:00 AM,8.57,13.80
1235,05/30/24 04:10:00 AM,8.62,13.56
1236,05/30/24 04:20:00 AM,9.36,14.04
1237,05/30/24 04:30:00 AM,9.11,14.80
1238,05/30/24 04:40:00 AM,9.29,15.18
1239,05/30/24 04:50:00 AM,9.00,15.20
1240,05/30/24 05:00:00 AM,9.15,15.12
1241,05/30/24 05:10:00 AM,8.69,14.34
1242,05/30/24 05:20:00 AM,8.48,14.02
1243,05/30/24 05:30:00 AM,8.64,14.02
1244,05/30/24 05:40:00 AM,9.34,13.98
1245,05/30/24 05:50:00 AM,8.65,14.84
1246,05/30/24 06:00:00 AM,8.86,14.88
1247,05/30/24 06:10:00 AM,8.56,15.48
1248,05/30/24 06:20:00 AM,8.86,14.50
1249,05/30/24 06:30:00 AM,8.86,14.60
1250,05/30/24 06:40:00 AM,8.83,14.64
1251,05/30/24 06:50:00 AM,8.73,14.52
1252,05/30/24 07:00:00 AM,8.65,14.58
1253,05/30/24 07:10:00 AM,8.94,14.38
1254,05/30/24 07:20:00 AM,8.96,14.68
1255,05/30/24 07:30:00 AM,9.20,14.74
1256,05/30/24 07:40:00 AM,8.93,15.86
1257,05/30/24 07:50:00 AM,8.62,16.12
1258,05/30/24 08:00:00 AM,8.80,15.42
1259,05/30/24 08:10:00 AM,8.78,15.18
1260,05/30/24 08:20:00 AM,8.23,14.66
1261,05/30/24 08:30:00 AM,8.05,14.32
1262,05/30/24 08:40:00 AM,8.66,14.16
1263,05/30/24 08:50:00 AM,8.97,14.84
1264,05/30/24 09:00:00 AM,9.24,15.26
1265,05/30/24 09:10:00 AM,8.34,15.72
1266,05/30/24 09:20:00 AM,8.34,15.58
1267,05/30/24 09:30:00 AM,8.68,15.64
1268,05/30/24 09:40:00 AM,8.76,15.62
1269,05/30/24 09:50:00 AM,8.17,15.84
1270,05/30/24 10:00:00 AM,8.43,15.80
1271,05/30/24 10:10:00 AM,8.55,15.50
1272,05/30/24 10:20:00 AM,8.49,15.50
1273,05/30/24 10:30:00 AM,7.92,14.76
1274,05/30/24 10:40:00 AM,8.03,14.70
1275,05/30/24 10:50:00 AM,8.73,15.12
1276,05/30/24 11:00:00 AM,8.56,15.02
1277,05/30/24 11:10:00 AM,8.42,14.72
1278,05/30/24 11:20:00 AM,8.62,14.86
1279,05/30/24 11:30:00 AM,8.93,15.48
1280,05/30/24 11:40:00 AM,8.55,15.34
1281,05/30/24 11:50:00 AM,8.97,15.74
1282,05/30/24 12:00:00 PM,8.47,15.82
1283,05/30/24 12:10:00 PM,8.94,15.88
1284,05/30/24 12:20:00 PM,8.79,15.82
1285,05/30/24 12:30:00 PM,8.70,15.92
1286,05/30/24 12:40:00 PM,8.72,15.84
1287,05/30/24 12:50:00 PM,8.70,15.56
1288,05/30/24 01:00:00 PM,8.72,15.28
1289,05/30/24 01:10:00 PM,9.07,14.76
1290,05/30/24 01:20:00 PM,9.45,13.98
1291,05/30/24 01:30:00 PM,9.21,14.12
1292,05/30/24 01:40:00 PM,9.37,13.94
1293,05/30/24 01:50:00 PM,9.31,13.88
1294,05/30/24 02:00:00 PM,9.40,13.82
1295,05/30/24 02:10:00 PM,9.38,13.86
1296,05/30/24 02:20:00 PM,9.42,14.02
1297,05/30/24 02:30:00 PM,9.56,14.10
1298,05/30/24 02:40:00 PM,9.48,14.04
1299,05/30/24 02:50:00 PM,9.55,14.12
1300,05/30/24 03:00:00 PM,9.62,14.14
1301,05/30/24 03:10:00 PM,9.64,14.38
1302,05/30/24 03:20:00 PM,8.97,14.20
1303,05/30/24 03:30:00 PM,9.42,14.14
1304,05/30/24 03:40:00 PM,9.30,14.08
1305,05/30/24 03:50:00 PM,9.27,14.02
1306,05/30/24 04:00:00 PM,9.52,14.08
1307,05/30/24 04:10:00 PM,9.30,14.50
1308,05/30/24 04:20:00 PM,9.34,14.72
1309,05/30/24 04:30:00 PM,9.09,14.68
1310,05/30/24 04:40:00 PM,9.34,14.66
1311,05/30/24 04:50:00 PM,9.54,14.52
1312,05/30/24 05:00:00 PM,8.95,14.62
1313,05/30/24 05:10:00 PM,9.38,14.72
1314,05/30/24 05:20:00 PM,8.64,14.32
1315,05/30/24 05:30:00 PM,8.60,13.88
1316,05/30/24 05:40:00 PM,8.69,14.14
1317,05/30/24 05:50:00 PM,8.77,14.10
1318,05/30/24 06:00:00 PM,8.62,14.22
1319,05/30/24 06:10:00 PM,9.15,14.20
1320,05/30/24 06:20:00 PM,9.06,14.16
1321,05/30/24 06:30:00 PM,9.30,14.26
1322,05/30/24 06:40:00 PM,9.39,14.42
1323,05/30/24 06:50:00 PM,9.34,14.52
1324,05/30/24 07:00:00 PM,9.36,14.80
1325,05/30/24 07:10:00 PM,9.08,14.98
1326,05/30/24 07:20:00 PM,9.20,14.94
1327,05/30/24 07:30:00 PM,9.13,15.14
1328,05/30/24 07:40:00 PM,8.87,15.56
1329,05/30/24 07:50:00 PM,9.07,15.78
1330,05/30/24 08:00:00 PM,8.43,15.56
1331,05/30/24 08:10:00 PM,8.04,14.86
1332,05/30/24 08:20:00 PM,8.73,14.78
1333,05/30/24 08:30:00 PM,8.21,14.38
1334,05/30/24 08:40:00 PM,8.25,14.40
1335,05/30/24 08:50:00 PM,7.82,14.32
1336,05/30/24 09:00:00 PM,7.64,14.04
1337,05/30/24 09:10:00 PM,8.02,14.14
1338,05/30/24 09:20:00 PM,8.27,14.34
1339,05/30/24 09:30:00 PM,9.05,14.54
1340,05/30/24 09:40:00 PM,8.16,14.16
1341,05/30/24 09:50:00 PM,8.06,13.86
1342,05/30/24 10:00:00 PM,8.08,13.94
1343,05/30/24 10:10:00 PM,8.27,14.00
1344,05/30/24 10:20:00 PM,9.03,14.68
1345,05/30/24 10:30:00 PM,8.29,14.78
1346,05/30/24 10:40:00 PM,8.22,14.68
1347,05/30/24 10:50:00 PM,7.82,14.36
1348,05/30/24 11:00:00 PM,7.97,14.28
1349,05/30/24 11:10:00 PM,8.12,14.16
1350,05/30/24 11:20:00 PM,7.56,14.16
1351,05/30/24 11:30:00 PM,8.16,14.36
1352,05/30/24 11:40:00 PM,8.26,14.66
1353,05/30/24 11:50:00 PM,8.65,14.88
1354,05/31/24 12:00:00 AM,8.21,14.76
1355,05/31/24 12:10:00 AM,9.18,14.72
1356,05/31/24 12:20:00 AM,9.16,14.74
1357,05/31/24 12:30:00 AM,9.18,15.50
1358,05/31/24 12:40:00 AM,9.15,15.66
1359,05/31/24 12:50:00 AM,9.10,15.62
1360,05/31/24 01:00:00 AM,9.16,15.62
1361,05/31/24 01:10:00 AM,8.48,15.36
1362,05/31/24 01:20:00 AM,7.91,15.26
1363,05/31/24 01:30:00 AM,7.77,15.18
1364,05/31/24 01:40:00 AM,8.62,14.96
1365,05/31/24 01:50:00 AM,8.62,14.84
1366,05/31/24 02:00:00 AM,8.36,14.78
1367,05/31/24 02:10:00 AM,8.18,14.74
1368,05/31/24 02:20:00 AM,8.01,14.56
1369,05/31/24 02:30:00 AM,8.46,14.38
1370,05/31/24 02:40:00 AM,7.99,14.32
1371,05/31/24 02:50:00 AM,8.64,14.30
1372,05/31/24 03:00:00 AM,8.74,14.30
1373,05/31/24 03:10:00 AM,8.93,14.26
1374,05/31/24 03:20:00 AM,8.81,14.26
1375,05/31/24 03:30:00 AM,8.84,14.24
1376,05/31/24 03:40:00 AM,8.83,14.30
1377,05/31/24 03:50:00 AM,9.09,14.30
1378,05/31/24 04:00:00 AM,8.66,14.30
1379,05/31/24 04:10:00 AM,8.97,14.40
1380,05/31/24 04:20:00 AM,8.77,14.54
1381,05/31/24 04:30:00 AM,8.26,14.56
1382,05/31/24 04:40:00 AM,8.85,14.50
1383,05/31/24 04:50:00 AM,8.64,14.68
1384,05/31/24 05:00:00 AM,8.65,14.60
1385,05/31/24 05:10:00 AM,8.46,14.48
1386,05/31/24 05:20:00 AM,7.91,14.34
1387,05/31/24 05:30:00 AM,8.57,14.42
1388,05/31/24 05:40:00 AM,8.48,14.48
1389,05/31/24 05:50:00 AM,8.52,14.40
1390,05/31/24 06:00:00 AM,8.32,14.40
1391,05/31/24 06:10:00 AM,8.14,14.42
1392,05/31/24 06:20:00 AM,8.11,14.38
1393,05/31/24 06:30:00 AM,8.68,14.42
1394,05/31/24 06:40:00 AM,8.09,14.30
1395,05/31/24 06:50:00 AM,8.65,14.32
1396,05/31/24 07:00:00 AM,8.34,14.40
1397,05/31/24 07:10:00 AM,8.85,14.50
1398,05/31/24 07:20:00 AM,9.01,14.60
1399,05/31/24 07:30:00 AM,8.98,14.68
1400,05/31/24 07:40:00 AM,8.66,14.82
1401,05/31/24 07:50:00 AM,8.73,15.00
1402,05/31/24 08:00:00 AM,8.56,14.98
1403,05/31/24 08:10:00 AM,8.11,14.88
1404,05/31/24 08:20:00 AM,8.73,14.84
1405,05/31/24 08:30:00 AM,8.85,14.90
1406,05/31/24 08:40:00 AM,8.86,14.92
1407,05/31/24 08:50:00 AM,8.49,15.38
1408,05/31/24 09:00:00 AM,8.22,15.50
1409,05/31/24 09:10:00 AM,7.91,14.92
1410,05/31/24 09:20:00 AM,8.14,14.90
1411,05/31/24 09:30:00 AM,7.82,14.60
1412,05/31/24 09:40:00 AM,7.98,14.52
1413,05/31/24 09:50:00 AM,8.63,14.50
1414,05/31/24 10:00:00 AM,8.25,14.50
1415,05/31/24 10:10:00 AM,8.34,14.54
1416,05/31/24 10:20:00 AM,8.08,14.54
1417,05/31/24 10:30:00 AM,8.13,14.52
1418,05/31/24 10:40:00 AM,8.87,14.62
1419,05/31/24 10:50:00 AM,9.08,14.68
1420,05/31/24 11:00:00 AM,8.57,14.64
1421,05/31/24 11:10:00 AM,8.64,14.64
1422,05/31/24 11:20:00 AM,8.88,14.62
1423,05/31/24 11:30:00 AM,8.99,14.74
1424,05/31/24 11:40:00 AM,8.87,14.88
1425,05/31/24 11:50:00 AM,8.78,14.82
1426,05/31/24 12:00:00 PM,8.39,14.76
1427,05/31/24 12:10:00 PM,9.07,14.86
1428,05/31/24 12:20:00 PM,9.00,15.00
1429,05/31/24 12:30:00 PM,8.88,14.98
1430,05/31/24 12:40:00 PM,8.90,15.12
1431,05/31/24 12:50:00 PM,9.28,15.56
1432,05/31/24 01:00:00 PM,9.26,16.14
1433,05/31/24 01:10:00 PM,9.44,16.98
