Date Time,High Range (μS/cm)  #21742584,Temp (°C)  #21742584,Specific Conductance (μS/cm),Salinity (ppt)
07/18/24 17:00:00.0,0.0,26.40,,
07/18/24 17:10:00.0,32328.7,25.73,46560.8,30.2270
07/18/24 17:20:00.0,31767.3,22.11,49221.6,32.1667
07/18/24 17:30:00.0,31817.2,22.37,49031.7,32.0276
07/18/24 17:40:00.0,31926.6,23.16,48405.9,31.5701
07/18/24 17:50:00.0,31960.9,23.43,48189.4,31.4120
07/18/24 18:00:00.0,31958.6,23.43,48183.2,31.4076
07/18/24 18:10:00.0,31944.9,23.41,48179.6,31.4049
07/18/24 18:20:00.0,31940.3,23.30,48278.0,31.4767
07/18/24 18:30:00.0,31899.2,23.17,48341.3,31.5229
07/18/24 18:40:00.0,31928.9,23.25,48304.7,31.4962
07/18/24 18:50:00.0,31972.4,23.44,48181.0,31.4059
07/18/24 19:00:00.0,31988.4,23.49,48153.5,31.3859
07/18/24 19:10:00.0,31965.5,23.37,48234.0,31.4446
07/18/24 19:20:00.0,31983.8,23.37,48258.9,31.4628
07/18/24 19:30:00.0,31935.8,23.20,48351.1,31.5301
07/18/24 19:40:00.0,31956.3,23.22,48359.8,31.5364
07/18/24 19:50:00.0,31928.9,23.14,48394.6,31.5619
07/18/24 20:00:00.0,31774.1,22.31,48985.7,31.9940
07/18/24 20:10:00.0,31670.1,21.87,49270.2,32.2023
07/18/24 20:20:00.0,31649.8,21.77,49338.6,32.2523
07/18/24 20:30:00.0,31672.3,21.87,49268.2,32.2008
07/18/24 20:40:00.0,31631.8,21.70,49377.1,32.2806
07/18/24 20:50:00.0,31661.1,21.78,49337.7,32.2517
07/18/24 21:00:00.0,31701.7,22.04,49132.0,32.1011
07/18/24 21:10:00.0,31753.7,22.25,48996.2,32.0017
07/18/24 21:20:00.0,31972.4,23.32,48259.1,31.4629
07/18/24 21:30:00.0,32198.3,24.48,47471.4,30.8888
07/18/24 21:40:00.0,32198.3,24.57,47383.3,30.8246
07/18/24 21:50:00.0,32228.5,24.64,47358.7,30.8068
07/18/24 22:00:00.0,32189.1,24.58,47355.1,30.8041
07/18/24 22:10:00.0,32177.5,24.54,47373.3,30.8174
07/18/24 22:20:00.0,32140.4,24.42,47430.0,30.8587
07/18/24 22:30:00.0,32135.8,24.32,47515.9,30.9212
07/18/24 22:40:00.0,32087.3,24.22,47537.1,30.9366
07/18/24 22:50:00.0,32066.6,24.25,47475.2,30.8915
07/18/24 23:00:00.0,32087.3,24.25,47503.2,30.9119
07/18/24 23:10:00.0,32011.4,24.05,47579.5,30.9675
07/18/24 23:20:00.0,32016.0,24.08,47554.9,30.9496
07/18/24 23:30:00.0,32048.2,24.16,47523.5,30.9267
07/18/24 23:40:00.0,32073.5,24.24,47481.9,30.8964
07/18/24 23:50:00.0,32066.6,24.20,47507.3,30.9149
07/19/24 00:00:00.0,32048.2,24.11,47563.5,30.9558
07/19/24 00:10:00.0,32036.7,24.05,47601.4,30.9834
07/19/24 00:20:00.0,31997.6,23.99,47598.3,30.9811
07/19/24 00:30:00.0,31997.6,23.93,47653.3,31.0213
07/19/24 00:40:00.0,31963.2,23.83,47695.8,31.0522
07/19/24 00:50:00.0,31951.8,23.76,47743.8,31.0871
07/19/24 01:00:00.0,31883.2,23.64,47754.7,31.0951
07/19/24 01:10:00.0,31903.8,23.63,47792.6,31.1227
07/19/24 01:20:00.0,31878.7,23.59,47791.2,31.1217
07/19/24 01:30:00.0,31885.5,23.56,47827.8,31.1484
07/19/24 01:40:00.0,31862.7,23.50,47849.3,31.1640
07/19/24 01:50:00.0,31855.9,23.48,47855.9,31.1689
07/19/24 02:00:00.0,31885.5,23.55,47829.7,31.1497
07/19/24 02:10:00.0,31960.9,23.74,47755.7,31.0958
07/19/24 02:20:00.0,31940.3,23.71,47751.3,31.0926
07/19/24 02:30:00.0,31862.7,23.44,47894.5,31.1970
