Date Time,High Range (μS/cm)  #21415528,Temp (°C)  #21415528,Specific Conductance (μS/cm),Salinity (ppt)
05/18/24 12:50:00.0,37344.8,13.22,47722.9,31.0719
05/18/24 13:00:00.0,37108.3,12.95,47725.5,31.0739
05/18/24 13:10:00.0,37202.7,12.98,47813.2,31.1377
05/18/24 13:20:00.0,37241.1,13.03,47806.8,31.1331
05/18/24 13:30:00.0,37297.3,13.18,47710.8,31.0631
05/18/24 13:40:00.0,37306.2,13.13,47779.1,31.1128
05/18/24 13:50:00.0,37258.8,13.04,47820.7,31.1432
05/18/24 14:00:00.0,37258.8,12.93,47945.6,31.2343
05/18/24 14:10:00.0,37264.7,13.12,47740.1,31.0844
05/18/24 14:20:00.0,37235.2,12.99,47849.5,31.1642
05/18/24 14:30:00.0,37241.1,12.91,47948.2,31.2361
05/18/24 14:40:00.0,37217.4,12.93,47896.2,31.1982
05/18/24 14:50:00.0,37241.1,13.03,47814.6,31.1387
05/18/24 15:00:00.0,37422.1,13.63,47375.6,30.8191
05/18/24 15:10:00.0,37297.3,13.16,47741.8,31.0857
05/18/24 15:20:00.0,37407.2,13.58,47413.9,30.8469
05/18/24 15:30:00.0,37422.1,13.88,47103.3,30.6210
05/18/24 15:40:00.0,37398.3,13.86,47096.2,30.6159
05/18/24 15:50:00.0,37398.3,13.66,47316.9,30.7763
05/18/24 16:00:00.0,37374.5,13.81,47122.9,30.6352
05/18/24 16:10:00.0,37398.3,13.86,47098.8,30.6177
05/18/24 16:20:00.0,37407.2,13.88,47088.9,30.6105
05/18/24 16:30:00.0,37407.2,13.81,47166.4,30.6669
05/18/24 16:40:00.0,37389.4,13.79,47166.9,30.6673
05/18/24 16:50:00.0,37350.7,13.58,47350.4,30.8007
05/18/24 17:00:00.0,37288.4,13.40,47472.1,30.8893
05/18/24 17:10:00.0,37335.9,13.38,47555.3,30.9499
05/18/24 17:20:00.0,37294.4,13.39,47492.5,30.9042
05/18/24 17:30:00.0,37303.3,13.36,47538.0,30.9373
05/18/24 17:40:00.0,37279.6,13.34,47531.1,30.9323
05/18/24 17:50:00.0,37288.4,13.32,47565.4,30.9572
05/18/24 18:00:00.0,37294.4,13.30,47596.2,30.9796
05/18/24 18:10:00.0,37294.4,13.29,47608.2,30.9884
05/18/24 18:20:00.0,37264.7,13.26,47604.9,30.9860
05/18/24 18:30:00.0,37288.4,13.26,47635.8,31.0085
05/18/24 18:40:00.0,37303.3,13.26,47655.6,31.0229
05/18/24 18:50:00.0,37270.7,13.25,47626.2,31.0015
05/18/24 19:00:00.0,37303.3,13.25,47668.5,31.0323
05/18/24 19:10:00.0,37294.4,13.26,47646.9,31.0166
05/18/24 19:20:00.0,37279.6,13.26,47629.0,31.0035
05/18/24 19:30:00.0,37270.7,13.23,47652.0,31.0203
05/18/24 19:40:00.0,37389.4,13.58,47413.7,30.8468
05/18/24 19:50:00.0,37241.1,13.15,47705.7,31.0594
05/18/24 20:00:00.0,37114.2,13.16,47533.9,30.9342
05/18/24 20:10:00.0,37232.2,13.16,47684.9,31.0442
05/18/24 20:20:00.0,37247.0,13.17,47693.4,31.0504
05/18/24 20:30:00.0,37264.7,13.17,47716.8,31.0674
05/18/24 20:40:00.0,37255.9,13.18,47695.2,31.0518
05/18/24 20:50:00.0,37264.7,13.18,47707.3,31.0605
05/18/24 21:00:00.0,37232.2,13.18,47666.8,31.0311
05/18/24 21:10:00.0,37193.8,13.34,47440.4,30.8662
05/18/24 21:20:00.0,37247.0,13.31,47542.1,30.9403
05/18/24 21:30:00.0,37232.2,13.26,47579.9,30.9678
05/18/24 21:40:00.0,37223.3,13.27,47558.4,30.9521
05/18/24 21:50:00.0,37217.4,13.32,47496.0,30.9067
05/18/24 22:00:00.0,37247.0,13.39,47456.5,30.8780
05/18/24 22:10:00.0,37247.0,13.41,47435.2,30.8624
05/18/24 22:20:00.0,37279.6,13.53,47344.3,30.7963
05/18/24 22:30:00.0,37264.7,13.52,47337.4,30.7912
05/18/24 22:40:00.0,37288.4,13.54,47346.0,30.7975
05/18/24 22:50:00.0,37270.7,13.58,47280.4,30.7498
05/18/24 23:00:00.0,37270.7,13.53,47336.4,30.7906
05/18/24 23:10:00.0,37247.0,13.47,47373.8,30.8177
05/18/24 23:20:00.0,37255.9,13.36,47508.0,30.9154
05/18/24 23:30:00.0,37176.1,13.29,47485.6,30.8991
05/18/24 23:40:00.0,37199.7,13.23,47583.3,30.9703
05/18/24 23:50:00.0,37146.6,13.18,47572.5,30.9624
05/19/24 00:00:00.0,37128.9,13.18,47550.8,30.9466
05/19/24 00:10:00.0,37137.8,13.18,47563.0,30.9555
05/19/24 00:20:00.0,37170.2,13.20,47582.8,30.9699
05/19/24 00:30:00.0,37146.6,13.18,47575.9,30.9649
05/19/24 00:40:00.0,37099.5,13.18,47516.9,30.9219
05/19/24 00:50:00.0,37099.5,13.18,47517.7,30.9225
05/19/24 01:00:00.0,37114.2,13.18,47537.3,30.9367
05/19/24 01:10:00.0,37146.6,13.22,47534.7,30.9349
05/19/24 01:20:00.0,37146.6,13.27,47479.8,30.8949
05/19/24 01:30:00.0,37128.9,13.22,47513.9,30.9197
05/19/24 01:40:00.0,37105.4,13.18,47529.5,30.9311
05/19/24 01:50:00.0,37076.0,13.16,47515.3,30.9207
05/19/24 02:00:00.0,37052.5,13.11,47542.0,30.9402
05/19/24 02:10:00.0,37058.4,13.09,47572.8,30.9626
