Date Time,DO conc (mg/L)  #20659182,Temp (°C)  #20659182,DO Adj Conc  (mg/L),DO Percent  (%),Salinity (ppt)
06/07/23 00:50:00.0,5.84,17.22,4.90,61.1,30.4767
06/07/23 01:00:00.0,5.24,17.24,4.39,54.9,30.4362
06/07/23 01:10:00.0,5.02,17.24,4.21,52.6,30.4434
06/07/23 01:20:00.0,5.19,17.26,4.35,54.4,30.4417
06/07/23 01:30:00.0,5.28,17.28,4.43,55.3,30.4360
06/07/23 01:40:00.0,5.37,17.28,4.50,56.3,30.4235
06/07/23 01:50:00.0,5.89,17.26,4.94,61.7,30.4368
06/07/23 02:00:00.0,6.94,17.26,5.82,72.7,30.4705
06/07/23 02:10:00.0,8.22,17.26,6.89,86.1,30.4266
06/07/23 02:20:00.0,8.05,17.26,6.75,84.3,30.4284
06/07/23 02:30:00.0,7.90,17.26,6.62,82.8,30.4179
06/07/23 02:40:00.0,7.92,17.26,6.64,83.0,30.4007
06/07/23 02:50:00.0,8.03,17.26,6.73,84.1,30.3895
06/07/23 03:00:00.0,7.49,17.30,6.28,78.5,30.3981
06/07/23 03:10:00.0,7.89,17.30,6.61,82.7,30.4073
06/07/23 03:20:00.0,8.76,17.34,7.34,91.9,30.3996
06/07/23 03:30:00.0,8.80,17.34,7.38,92.3,30.4068
06/07/23 03:40:00.0,8.66,17.34,7.26,90.8,30.4058
06/07/23 03:50:00.0,8.67,17.34,7.27,90.9,30.4532
06/07/23 04:00:00.0,8.56,17.34,7.17,89.8,30.4250
06/07/23 04:10:00.0,8.46,17.34,7.09,88.7,30.4185
06/07/23 04:20:00.0,8.49,17.34,7.12,89.1,30.4176
06/07/23 04:30:00.0,8.35,17.34,7.00,87.6,30.4240
06/07/23 04:40:00.0,8.20,17.34,6.87,86.0,30.4565
06/07/23 04:50:00.0,7.90,17.34,6.62,82.9,30.4399
06/07/23 05:00:00.0,7.28,17.36,6.10,76.4,30.3995
06/07/23 05:10:00.0,6.71,17.36,5.62,70.4,30.4297
06/07/23 05:20:00.0,6.60,17.34,5.53,69.2,30.4206
06/07/23 05:30:00.0,7.19,17.36,6.03,75.4,30.4196
06/07/23 05:40:00.0,7.54,17.34,6.32,79.1,30.4186
06/07/23 05:50:00.0,8.12,17.32,6.81,85.1,30.3755
06/07/23 06:00:00.0,7.78,17.30,6.52,81.5,30.3643
06/07/23 06:10:00.0,7.50,17.28,6.29,78.5,30.3564
06/07/23 06:20:00.0,7.22,17.30,6.05,75.6,30.3474
06/07/23 06:30:00.0,7.48,17.28,6.27,78.3,30.3145
06/07/23 06:40:00.0,7.49,17.28,6.28,78.4,30.2912
06/07/23 06:50:00.0,6.93,17.28,5.81,72.6,30.3235
06/07/23 07:00:00.0,7.20,17.28,6.04,75.4,30.3143
06/07/23 07:10:00.0,7.26,17.30,6.09,76.0,30.2728
06/07/23 07:20:00.0,7.53,17.30,6.31,78.9,30.2969
06/07/23 07:30:00.0,6.96,17.30,5.83,72.9,30.2932
06/07/23 07:40:00.0,7.34,17.30,6.15,76.9,30.2302
06/07/23 07:50:00.0,8.04,17.30,6.74,84.2,30.2831
06/07/23 08:00:00.0,7.88,17.32,6.61,82.6,30.2606
06/07/23 08:10:00.0,8.33,17.28,6.98,87.2,30.2557
06/07/23 08:20:00.0,8.66,17.22,7.26,90.5,30.2885
06/07/23 08:30:00.0,8.30,17.20,6.96,86.7,30.2950
06/07/23 08:40:00.0,7.46,17.22,6.25,78.0,30.2871
06/07/23 08:50:00.0,7.09,17.24,5.94,74.2,30.2949
06/07/23 09:00:00.0,7.11,17.28,5.96,74.4,30.2447
06/07/23 09:10:00.0,7.07,17.30,5.92,74.0,30.3017
06/07/23 09:20:00.0,6.74,17.32,5.65,70.6,30.2622
06/07/23 09:30:00.0,6.24,17.32,5.23,65.4,30.2450
06/07/23 09:40:00.0,6.67,17.30,5.59,69.8,30.2637
06/07/23 09:50:00.0,6.79,17.30,5.69,71.1,30.2661
06/07/23 10:00:00.0,6.83,17.30,5.72,71.5,30.2563
06/07/23 10:10:00.0,6.73,17.28,5.64,70.4,30.2688
06/07/23 10:20:00.0,7.39,17.28,6.19,77.3,30.2672
06/07/23 10:30:00.0,6.92,17.24,5.80,72.4,30.3515
06/07/23 10:40:00.0,6.27,17.24,5.25,65.6,30.3241
06/07/23 10:50:00.0,6.05,17.24,5.07,63.3,30.3393
06/07/23 11:00:00.0,6.33,17.24,5.30,66.2,30.3059
06/07/23 11:10:00.0,6.42,17.24,5.38,67.1,30.3536
06/07/23 11:20:00.0,6.04,17.26,5.06,63.2,30.3290
06/07/23 11:30:00.0,5.90,17.26,4.94,61.7,30.3037
06/07/23 11:40:00.0,5.88,17.26,4.92,61.5,30.3190
06/07/23 11:50:00.0,5.82,17.26,4.87,60.9,30.3268
06/07/23 12:00:00.0,5.69,17.26,4.76,59.5,30.3258
06/07/23 12:10:00.0,5.48,17.28,4.59,57.3,30.2910
06/07/23 12:20:00.0,5.38,17.28,4.51,56.3,30.3090
06/07/23 12:30:00.0,5.51,17.28,4.61,57.6,30.2890
06/07/23 12:40:00.0,5.52,17.28,4.62,57.7,30.2908
06/07/23 12:50:00.0,5.54,17.28,4.64,58.0,30.2715
06/07/23 13:00:00.0,5.67,17.28,4.75,59.3,30.2780
06/07/23 13:10:00.0,5.71,17.28,4.78,59.7,30.2959
06/07/23 13:20:00.0,5.79,17.28,4.85,60.6,30.2760
06/07/23 13:30:00.0,5.93,17.28,4.97,62.0,30.2750
06/07/23 13:40:00.0,6.00,17.28,5.02,62.8,30.2694
06/07/23 13:50:00.0,5.95,17.28,4.98,62.2,30.2766
06/07/23 14:00:00.0,5.72,17.28,4.79,59.8,30.2668
06/07/23 14:10:00.0,5.89,17.28,4.93,61.6,30.2746
06/07/23 14:20:00.0,5.80,17.28,4.86,60.7,30.2332
06/07/23 14:30:00.0,5.73,17.28,4.80,59.9,30.2322
06/07/23 14:40:00.0,5.60,17.28,4.69,58.6,30.2635
06/07/23 14:50:00.0,5.45,17.28,4.56,57.0,30.2626
06/07/23 15:00:00.0,5.51,17.30,4.61,57.6,30.2514
06/07/23 15:10:00.0,5.62,17.30,4.71,58.8,30.2424
06/07/23 15:20:00.0,5.88,17.30,4.93,61.5,30.1883
06/07/23 15:30:00.0,9.10,17.30,7.62,95.2,30.2249
06/07/23 15:40:00.0,8.87,17.32,7.43,92.8,30.2118
06/07/23 15:50:00.0,8.25,17.34,6.91,86.4,30.2338
06/07/23 16:00:00.0,7.71,17.32,6.46,80.7,30.2159
06/07/23 16:10:00.0,7.65,17.32,6.41,80.0,30.1928
06/07/23 16:20:00.0,7.74,17.32,6.48,81.0,30.2161
06/07/23 16:30:00.0,7.49,17.32,6.27,78.4,30.1962
06/07/23 16:40:00.0,7.75,17.32,6.49,81.1,30.1630
06/07/23 16:50:00.0,8.33,17.30,6.98,87.1,30.1654
06/07/23 17:00:00.0,8.36,17.30,7.00,87.4,30.1543
06/07/23 17:10:00.0,8.75,17.32,7.33,91.5,30.1923
06/07/23 17:20:00.0,8.77,17.32,7.34,91.7,30.1779
06/07/23 17:30:00.0,8.69,17.32,7.28,90.9,30.1830
06/07/23 17:40:00.0,8.68,17.32,7.27,90.8,30.1767
06/07/23 17:50:00.0,8.55,17.32,7.16,89.4,30.1750
06/07/23 18:00:00.0,8.46,17.32,7.08,88.5,30.1828
06/07/23 18:10:00.0,8.18,17.32,6.85,85.6,30.1657
06/07/23 18:20:00.0,7.80,17.32,6.53,81.6,30.1318
06/07/23 18:30:00.0,7.61,17.32,6.37,79.6,30.1604
06/07/23 18:40:00.0,7.37,17.34,6.17,77.1,30.1627
06/07/23 18:50:00.0,7.12,17.34,5.96,74.5,30.1618
06/07/23 19:00:00.0,6.90,17.34,5.78,72.2,30.1501
06/07/23 19:10:00.0,6.64,17.34,5.56,69.5,30.1733
06/07/23 19:20:00.0,6.43,17.34,5.38,67.3,30.1428
06/07/23 19:30:00.0,6.33,17.34,5.30,66.2,30.1586
06/07/23 19:40:00.0,6.42,17.34,5.37,67.2,30.1657
06/07/23 19:50:00.0,7.61,17.34,6.37,79.6,30.1513
06/07/23 20:00:00.0,8.18,17.34,6.85,85.6,30.1772
06/07/23 20:10:00.0,8.18,17.36,6.85,85.6,30.1527
06/07/23 20:20:00.0,7.81,17.36,6.54,81.7,30.1383
06/07/23 20:30:00.0,7.25,17.34,6.07,75.8,30.1743
06/07/23 20:40:00.0,7.16,17.34,5.99,74.9,30.1740
06/07/23 20:50:00.0,7.55,17.36,6.32,79.0,30.1973
06/07/23 21:00:00.0,8.28,17.36,6.93,86.6,30.1681
06/07/23 21:10:00.0,8.13,17.36,6.80,85.1,30.1872
06/07/23 21:20:00.0,8.35,17.36,6.99,87.4,30.1634
06/07/23 21:30:00.0,7.52,17.36,6.29,78.7,30.2014
06/07/23 21:40:00.0,7.22,17.36,6.04,75.5,30.2086
06/07/23 21:50:00.0,7.21,17.38,6.03,75.5,30.2097
06/07/23 22:00:00.0,6.81,17.38,5.70,71.3,30.1837
06/07/23 22:10:00.0,6.50,17.38,5.44,68.0,30.1761
06/07/23 22:20:00.0,6.66,17.40,5.57,69.7,30.2156
06/07/23 22:30:00.0,6.95,17.40,5.81,72.8,30.2146
06/07/23 22:40:00.0,6.92,17.40,5.79,72.4,30.2129
06/07/23 22:50:00.0,6.94,17.40,5.81,72.7,30.2039
06/07/23 23:00:00.0,6.79,17.38,5.68,71.0,30.2029
06/07/23 23:10:00.0,6.44,17.38,5.39,67.4,30.2235
06/07/23 23:20:00.0,6.53,17.38,5.46,68.3,30.2542
06/07/23 23:30:00.0,6.68,17.38,5.59,69.9,30.2790
06/07/23 23:40:00.0,6.79,17.36,5.68,71.0,30.2212
06/07/23 23:50:00.0,6.74,17.36,5.64,70.5,30.2411
06/08/23 00:00:00.0,6.66,17.34,5.57,69.6,30.2746
06/08/23 00:10:00.0,6.51,17.34,5.44,68.0,30.2486
06/08/23 00:20:00.0,6.45,17.32,5.39,67.4,30.2625
06/08/23 00:30:00.0,6.39,17.32,5.34,66.8,30.2636
06/08/23 00:40:00.0,6.42,17.30,5.37,67.0,30.3100
06/08/23 00:50:00.0,6.80,17.28,5.68,71.0,30.2981
06/08/23 01:00:00.0,7.00,17.28,5.85,73.1,30.3039
06/08/23 01:10:00.0,7.28,17.28,6.08,76.0,30.2920
06/08/23 01:20:00.0,8.90,17.26,7.44,92.9,30.3101
06/08/23 01:30:00.0,9.02,17.26,7.54,94.1,30.3172
06/08/23 01:40:00.0,9.00,17.26,7.52,93.9,30.3345
06/08/23 01:50:00.0,8.84,17.24,7.38,92.2,30.3736
06/08/23 02:00:00.0,8.65,17.24,7.23,90.2,30.3292
06/08/23 02:10:00.0,8.61,17.24,7.19,89.8,30.3791
06/08/23 02:20:00.0,8.48,17.22,7.08,88.4,30.3591
06/08/23 02:30:00.0,8.41,17.22,7.02,87.7,30.3730
06/08/23 02:40:00.0,8.30,17.22,6.93,86.5,30.3720
06/08/23 02:50:00.0,8.20,17.22,6.85,85.5,30.3711
06/08/23 03:00:00.0,7.88,17.20,6.58,82.1,30.3857
06/08/23 03:10:00.0,7.92,17.20,6.61,82.5,30.3956
06/08/23 03:20:00.0,7.92,17.20,6.61,82.5,30.3722
06/08/23 03:30:00.0,8.22,17.20,6.86,85.6,30.4066
06/08/23 03:40:00.0,8.31,17.18,6.94,86.5,30.3920
06/08/23 03:50:00.0,8.35,17.18,6.97,86.9,30.4257
06/08/23 04:00:00.0,8.09,17.16,6.75,84.2,30.3588
06/08/23 04:10:00.0,7.60,17.16,6.63,79.1,23.1030
06/08/23 04:20:00.0,7.75,17.16,6.76,80.7,23.1360
06/08/23 04:30:00.0,7.57,17.16,6.54,78.8,24.6943
06/08/23 04:40:00.0,7.96,17.14,6.78,82.8,27.1255
06/08/23 04:50:00.0,7.49,17.14,6.37,77.9,27.1962
06/08/23 05:00:00.0,6.86,17.14,5.93,71.4,24.6585
06/08/23 05:10:00.0,7.15,17.12,6.09,74.3,27.1161
06/08/23 05:20:00.0,7.42,17.12,6.33,77.1,26.6168
06/08/23 05:30:00.0,7.54,17.12,6.29,78.4,30.4751
06/08/23 05:40:00.0,7.91,17.12,6.60,82.2,30.4244
06/08/23 05:50:00.0,7.95,17.12,6.64,82.6,30.2798
06/08/23 06:00:00.0,8.04,17.10,6.72,83.5,30.1900
06/08/23 06:10:00.0,7.98,17.10,6.66,82.9,30.3170
06/08/23 06:20:00.0,8.09,17.10,6.75,84.1,30.3668
06/08/23 06:30:00.0,8.03,17.10,6.70,83.4,30.2712
06/08/23 06:40:00.0,7.94,17.08,6.63,82.5,30.1359
06/08/23 06:50:00.0,8.09,17.08,6.76,84.0,30.1697
06/08/23 07:00:00.0,8.13,17.08,6.80,84.4,30.0539
06/08/23 07:10:00.0,8.03,17.08,6.71,83.4,30.0956
06/08/23 07:20:00.0,8.11,17.08,6.77,84.2,30.2798
06/08/23 07:30:00.0,8.00,17.08,6.67,83.1,30.4524
06/08/23 07:40:00.0,8.06,17.08,6.72,83.7,30.5005
06/08/23 07:50:00.0,7.81,17.10,6.51,81.1,30.4702
06/08/23 08:00:00.0,7.89,17.10,6.58,82.0,30.4693
06/08/23 08:10:00.0,7.92,17.10,6.60,82.3,30.4519
06/08/23 08:20:00.0,8.09,17.10,6.74,84.0,30.4673
06/08/23 08:30:00.0,8.02,17.10,6.69,83.3,30.4595
06/08/23 08:40:00.0,7.96,17.12,6.63,82.7,30.4749
06/08/23 08:50:00.0,8.00,17.12,6.67,83.1,30.4747
06/08/23 09:00:00.0,7.89,17.12,6.58,82.0,30.4572
06/08/23 09:10:00.0,7.84,17.12,6.54,81.5,30.4317
06/08/23 09:20:00.0,7.74,17.12,6.45,80.4,30.4717
06/08/23 09:30:00.0,7.84,17.12,6.53,81.4,30.4482
06/08/23 09:40:00.0,7.90,17.12,6.58,82.1,30.4533
06/08/23 09:50:00.0,7.92,17.14,6.60,82.3,30.4858
06/08/23 10:00:00.0,7.84,17.14,6.53,81.5,30.4692
06/08/23 10:10:00.0,7.86,17.16,6.55,81.7,30.4682
06/08/23 10:20:00.0,7.79,17.18,6.49,81.0,30.4549
06/08/23 10:30:00.0,7.65,17.18,6.37,79.6,30.4758
06/08/23 10:40:00.0,7.46,17.18,6.22,77.6,30.4421
06/08/23 10:50:00.0,7.22,17.18,6.02,75.1,30.4493
06/08/23 11:00:00.0,6.97,17.18,5.81,72.5,30.4714
06/08/23 11:10:00.0,7.28,17.18,6.07,75.7,30.4644
06/08/23 11:20:00.0,7.54,17.18,6.28,78.4,30.4163
06/08/23 11:30:00.0,7.86,17.20,6.55,81.8,30.4652
06/08/23 11:40:00.0,7.78,17.20,6.48,80.9,30.4567
06/08/23 11:50:00.0,7.81,17.20,6.51,81.2,30.4366
06/08/23 12:00:00.0,7.49,17.22,6.24,77.9,30.4281
06/08/23 12:10:00.0,7.53,17.22,6.27,78.4,30.4361
06/08/23 12:20:00.0,7.54,17.22,6.28,78.5,30.4201
06/08/23 12:30:00.0,7.61,17.22,6.34,79.2,30.4192
06/08/23 12:40:00.0,7.90,17.22,6.58,82.2,30.4455
06/08/23 12:50:00.0,7.88,17.22,6.57,82.0,30.4396
06/08/23 13:00:00.0,7.72,17.22,6.43,80.3,30.4312
06/08/23 13:10:00.0,7.72,17.24,6.43,80.3,30.4152
06/08/23 13:20:00.0,7.68,17.22,6.40,79.9,30.4292
06/08/23 13:30:00.0,7.77,17.24,6.47,80.9,30.4378
06/08/23 13:40:00.0,7.65,17.24,6.37,79.6,30.4314
06/08/23 13:50:00.0,7.53,17.24,6.27,78.4,30.4277
06/08/23 14:00:00.0,7.55,17.24,6.29,78.6,30.3954
06/08/23 14:10:00.0,7.53,17.26,6.27,78.4,30.4108
06/08/23 14:20:00.0,8.04,17.26,6.70,83.7,30.4016
06/08/23 14:30:00.0,8.06,17.28,6.72,83.9,30.4000
06/08/23 14:40:00.0,8.27,17.28,6.89,86.1,30.3691
06/08/23 14:50:00.0,8.18,17.28,6.82,85.2,30.3845
06/08/23 15:00:00.0,8.20,17.28,6.83,85.4,30.3850
06/08/23 15:10:00.0,8.06,17.30,6.72,84.0,30.3698
06/08/23 15:20:00.0,7.85,17.34,6.54,81.8,30.3676
06/08/23 15:30:00.0,7.22,17.36,6.02,75.3,30.3587
06/08/23 15:40:00.0,7.05,17.38,5.87,73.6,30.3760
06/08/23 15:50:00.0,7.92,17.36,6.60,82.6,30.3919
06/08/23 16:00:00.0,7.51,17.36,6.26,78.3,30.3726
06/08/23 16:10:00.0,7.37,17.36,6.14,76.9,30.3771
06/08/23 16:20:00.0,7.93,17.36,6.61,82.7,30.3592
06/08/23 16:30:00.0,7.91,17.38,6.59,82.5,30.3828
06/08/23 16:40:00.0,7.46,17.40,6.21,77.9,30.3962
06/08/23 16:50:00.0,7.64,17.40,6.37,79.7,30.3796
06/08/23 17:00:00.0,7.71,17.40,6.42,80.5,30.3806
06/08/23 17:10:00.0,8.27,17.40,6.89,86.3,30.3605
06/08/23 17:20:00.0,8.73,17.38,7.27,91.1,30.4025
06/08/23 17:30:00.0,8.48,17.38,7.06,88.4,30.3934
06/08/23 17:40:00.0,8.53,17.40,7.11,89.0,30.3705
06/08/23 17:50:00.0,8.52,17.40,7.10,88.9,30.3840
06/08/23 18:00:00.0,8.40,17.40,7.00,87.6,30.3993
06/08/23 18:10:00.0,8.17,17.40,6.80,85.2,30.3956
06/08/23 18:20:00.0,8.07,17.40,6.72,84.2,30.3810
06/08/23 18:30:00.0,8.38,17.40,6.98,87.4,30.3527
06/08/23 18:40:00.0,8.47,17.40,7.06,88.4,30.3626
06/08/23 18:50:00.0,8.49,17.40,7.07,88.6,30.3835
06/08/23 19:00:00.0,8.58,17.40,7.15,89.5,30.3852
06/08/23 19:10:00.0,8.31,17.40,6.92,86.7,30.3850
06/08/23 19:20:00.0,7.64,17.40,6.36,79.7,30.3758
06/08/23 19:30:00.0,7.28,17.42,6.06,76.0,30.4002
06/08/23 19:40:00.0,8.21,17.42,6.84,85.7,30.3828
06/08/23 19:50:00.0,8.12,17.42,6.76,84.7,30.3866
06/08/23 20:00:00.0,8.03,17.42,6.69,83.8,30.3638
06/08/23 20:10:00.0,8.13,17.42,6.77,84.8,30.3546
06/08/23 20:20:00.0,8.08,17.42,6.73,84.3,30.3863
06/08/23 20:30:00.0,7.74,17.40,6.45,80.7,30.3409
06/08/23 20:40:00.0,7.86,17.40,6.54,82.0,30.3918
06/08/23 20:50:00.0,7.70,17.40,6.41,80.3,30.3717
06/08/23 21:00:00.0,7.38,17.40,6.14,77.0,30.3707
06/08/23 21:10:00.0,8.05,17.40,6.70,83.9,30.3561
06/08/23 21:20:00.0,8.17,17.40,6.80,85.2,30.3613
06/08/23 21:30:00.0,8.09,17.40,6.73,84.4,30.3705
06/08/23 21:40:00.0,8.28,17.40,6.89,86.3,30.3777
06/08/23 21:50:00.0,8.13,17.40,6.77,84.8,30.3823
06/08/23 22:00:00.0,8.13,17.40,6.77,84.8,30.3731
06/08/23 22:10:00.0,7.79,17.40,6.48,81.2,30.3830
06/08/23 22:20:00.0,7.43,17.40,6.19,77.5,30.3500
06/08/23 22:30:00.0,7.00,17.42,5.83,73.0,30.3545
06/08/23 22:40:00.0,6.65,17.42,5.54,69.4,30.3481
06/08/23 22:50:00.0,6.69,17.42,5.57,69.8,30.3716
06/08/23 23:00:00.0,7.36,17.42,6.13,76.8,30.3468
06/08/23 23:10:00.0,7.11,17.42,5.92,74.1,30.3752
06/08/23 23:20:00.0,6.66,17.42,5.54,69.5,30.3687
06/08/23 23:30:00.0,6.41,17.42,5.33,66.8,30.3595
06/08/23 23:40:00.0,6.51,17.44,5.42,67.9,30.3402
06/08/23 23:50:00.0,6.49,17.44,5.40,67.7,30.3434
06/09/23 00:00:00.0,6.13,17.44,5.10,63.9,30.3316
06/09/23 00:10:00.0,5.61,17.44,4.67,58.5,30.3224
06/09/23 00:20:00.0,5.07,17.44,4.22,52.9,30.3487
06/09/23 00:30:00.0,5.09,17.44,4.24,53.1,30.3462
06/09/23 00:40:00.0,5.38,17.42,4.48,56.1,30.3746
06/09/23 00:50:00.0,5.72,17.42,4.76,59.6,30.3797
06/09/23 01:00:00.0,5.96,17.42,4.96,62.1,30.3671
06/09/23 01:10:00.0,6.25,17.42,5.20,65.2,30.3334
06/09/23 01:20:00.0,6.54,17.42,5.44,68.2,30.3569
06/09/23 01:30:00.0,7.82,17.42,6.51,81.5,30.3477
06/09/23 01:40:00.0,7.64,17.42,6.36,79.6,30.3597
06/09/23 01:50:00.0,7.25,17.42,6.03,75.6,30.3341
06/09/23 02:00:00.0,6.69,17.42,5.57,69.7,30.3195
06/09/23 02:10:00.0,6.72,17.40,5.59,70.0,30.3478
06/09/23 02:20:00.0,6.40,17.40,5.32,66.7,30.3577
06/09/23 02:30:00.0,6.16,17.40,5.12,64.2,30.3575
06/09/23 02:40:00.0,5.77,17.40,4.80,60.1,30.3546
06/09/23 02:50:00.0,5.11,17.40,4.25,53.2,30.3637
06/09/23 03:00:00.0,4.96,17.40,4.13,51.7,30.3600
06/09/23 03:10:00.0,5.12,17.40,4.26,53.3,30.3535
06/09/23 03:20:00.0,4.70,17.40,3.91,49.0,30.3581
06/09/23 03:30:00.0,4.95,17.40,4.12,51.6,30.3434
06/09/23 03:40:00.0,5.33,17.40,4.43,55.5,30.3179
06/09/23 03:50:00.0,6.66,17.40,5.54,69.4,30.3586
06/09/23 04:00:00.0,6.51,17.40,5.41,67.8,30.3486
06/09/23 04:10:00.0,6.10,17.40,5.07,63.5,30.3312
06/09/23 04:20:00.0,6.42,17.40,5.34,66.9,30.3350
06/09/23 04:30:00.0,6.85,17.40,5.70,71.3,30.3778
06/09/23 04:40:00.0,6.58,17.40,5.47,68.5,30.3330
06/09/23 04:50:00.0,6.84,17.40,5.69,71.2,30.3083
06/09/23 05:00:00.0,7.12,17.40,5.92,74.1,30.3345
06/09/23 05:10:00.0,7.14,17.40,5.94,74.4,30.3301
06/09/23 05:20:00.0,7.23,17.40,6.01,75.3,30.3046
06/09/23 05:30:00.0,7.25,17.40,6.03,75.5,30.3044
06/09/23 05:40:00.0,7.51,17.42,6.25,78.2,30.3069
06/09/23 05:50:00.0,7.34,17.40,6.10,76.4,30.3113
06/09/23 06:00:00.0,6.78,17.40,5.64,70.6,30.3212
06/09/23 06:10:00.0,5.70,17.44,4.74,59.4,30.3144
06/09/23 06:20:00.0,5.95,17.46,4.95,62.0,30.3180
06/09/23 06:30:00.0,6.53,17.50,5.43,68.1,30.2714
06/09/23 06:40:00.0,7.63,17.50,6.34,79.6,30.3170
06/09/23 06:50:00.0,7.51,17.52,6.25,78.4,30.3058
06/09/23 07:00:00.0,6.66,17.52,5.54,69.5,30.3478
06/09/23 07:10:00.0,6.44,17.52,5.35,67.2,30.3277
06/09/23 07:20:00.0,6.51,17.52,5.41,67.9,30.3512
06/09/23 07:30:00.0,7.09,17.52,5.89,74.0,30.3511
06/09/23 07:40:00.0,7.14,17.52,5.94,74.5,30.3365
06/09/23 07:50:00.0,7.47,17.54,6.21,78.0,30.3355
06/09/23 08:00:00.0,7.58,17.54,6.30,79.1,30.3497
06/09/23 08:10:00.0,7.34,17.54,6.10,76.6,30.3187
06/09/23 08:20:00.0,7.01,17.54,5.83,73.2,30.3240
06/09/23 08:30:00.0,8.03,17.56,6.68,83.9,30.3312
06/09/23 08:40:00.0,8.09,17.56,6.72,84.5,30.3392
06/09/23 08:50:00.0,7.99,17.56,6.64,83.4,30.3046
06/09/23 09:00:00.0,7.86,17.56,6.53,82.1,30.2998
06/09/23 09:10:00.0,8.10,17.58,6.73,84.6,30.3069
06/09/23 09:20:00.0,8.08,17.58,6.72,84.4,30.2966
06/09/23 09:30:00.0,8.13,17.58,6.76,84.9,30.3047
06/09/23 09:40:00.0,8.23,17.60,6.84,86.0,30.2954
06/09/23 09:50:00.0,8.32,17.60,6.92,86.9,30.2899
06/09/23 10:00:00.0,8.45,17.62,7.02,88.3,30.2970
06/09/23 10:10:00.0,8.33,17.62,6.93,87.1,30.2660
06/09/23 10:20:00.0,8.20,17.62,6.82,85.7,30.2678
06/09/23 10:30:00.0,8.22,17.62,6.83,85.9,30.3078
06/09/23 10:40:00.0,8.22,17.62,6.84,85.9,30.2292
06/09/23 10:50:00.0,8.09,17.64,6.72,84.6,30.2902
06/09/23 11:00:00.0,7.94,17.64,6.60,83.0,30.2573
06/09/23 11:10:00.0,7.84,17.64,6.52,82.0,30.2661
06/09/23 11:20:00.0,7.77,17.66,6.46,81.3,30.2487
06/09/23 11:30:00.0,7.70,17.66,6.40,80.5,30.2751
06/09/23 11:40:00.0,7.57,17.66,6.29,79.2,30.2741
06/09/23 11:50:00.0,7.38,17.66,6.13,77.2,30.2731
06/09/23 12:00:00.0,7.88,17.66,6.55,82.4,30.2569
06/09/23 12:10:00.0,7.88,17.66,6.55,82.4,30.2602
06/09/23 12:20:00.0,7.54,17.66,6.27,78.8,30.2740
06/09/23 12:30:00.0,7.15,17.66,5.94,74.8,30.2427
06/09/23 12:40:00.0,9.12,18.10,7.62,96.2,29.4923
