Site,Date_Time,DO
AG3A,2023-08-30 08:30:00,
AG3A,2023-08-31 09:00:00,7.94
AG3A,2023-09-07 08:30:00,
AG3A,2023-09-13 08:32:00,9
AG3A,2023-09-19 08:30:00,8.5
AG3A,2023-09-23 07:25:00,9
AP1,2023-05-26 06:30:00,8.5
AP1,2023-06-01 06:27:00,9.5
AP1,2023-06-06 06:35:00,6
AP1,2023-06-10 06:07:00,7.5
AP1,2023-06-15 06:35:00,10.5
AP1,2023-06-21 06:30:00,6
AP1,2023-06-27 06:30:00,6.5
AP1,2023-07-01 06:47:00,9
AP1,2023-07-06 06:50:00,5.5
AP1,2023-07-11 06:40:00,5.5
AP1,2023-07-18 06:45:00,4.5
AP1,2023-07-22 06:15:00,4.5
AP1,2023-07-22 06:22:00,4.5
AP1,2023-07-22 06:30:00,4.5
AP1,2023-07-28 06:14:00,7
AP1,2023-08-02 06:38:00,5
AP1,2023-08-11 07:30:00,7
AP1,2023-08-16 07:45:00,6
AP1,2023-08-24 07:37:00,5.5
AP1,2023-08-29 07:08:00,8
AP1,2023-09-01 07:07:00,6
AP1,2023-09-07 07:55:00,4
AP1,2023-09-13 07:55:00,3
AP1,2023-09-18 07:53:00,7.5
AP1,2023-09-22 07:48:00,6.5
AP1A,2023-07-13 08:24:00,
AP1A,2023-07-27 06:42:00,
AP1A,2023-08-09 06:06:00,
AP1A,2023-08-17 12:13:00,
AP2,2023-05-26 08:05:00,5.5
AP2,2023-06-01 07:33:00,3
AP2,2023-06-06 07:45:00,7
AP2,2023-06-10 07:28:00,8
AP2,2023-06-15 07:45:00,5
AP2,2023-06-21 07:30:00,6
AP2,2023-06-27 07:25:00,4
AP2,2023-07-01 07:55:00,4.5
AP2,2023-07-06 07:55:00,2.5
AP2,2023-07-11 08:15:00,3.5
AP2,2023-07-13 09:02:00,
AP2,2023-07-18 07:36:00,2.5
AP2,2023-07-22 07:35:00,2.5
AP2,2023-07-22 07:42:00,2.5
AP2,2023-07-22 07:50:00,2.5
AP2,2023-07-27 07:22:00,
AP2,2023-07-28 07:23:00,3
AP2,2023-08-02 07:25:00,2.5
AP2,2023-08-09 05:47:00,
AP2,2023-08-11 08:16:00,3
AP2,2023-08-16 08:22:00,6
AP2,2023-08-17 12:50:00,
AP2,2023-08-24 08:25:00,3
AP2,2023-08-29 07:47:00,3.5
AP2,2023-09-01 08:24:00,5.5
AP2,2023-09-07 08:42:00,1.5
AP2,2023-09-13 08:47:00,3
AP2,2023-09-18 08:39:00,5.5
AP2,2023-09-22 08:39:00,4.5
AR0,2023-06-01 07:00:00,5.5
AR0,2023-06-06 07:40:00,8
AR0,2023-06-06 07:57:00,8
AR0,2023-06-06 08:15:00,8
AR0,2023-06-09 07:35:00,6
AR0,2023-06-09 08:05:00,7.5
AR0,2023-06-15 07:20:00,4.5
AR0,2023-06-20 07:30:00,5.5
AR0,2023-06-27 07:40:00,4
AR0,2023-07-01 07:35:00,5
AR0,2023-07-06 07:30:00,4.5
AR0,2023-07-12 08:05:00,5
AR0,2023-07-13 07:55:00,
AR0,2023-07-18 07:35:00,4.5
AR0,2023-07-21 07:40:00,4.5
AR0,2023-07-21 07:52:00,4.75
AR0,2023-07-21 08:05:00,5
AR0,2023-07-27 06:55:00,
AR0,2023-07-27 07:15:00,3.5
AR0,2023-08-04 07:15:00,4
AR0,2023-08-09 05:35:00,
AR0,2023-08-10 07:05:00,4.5
AR0,2023-08-17 07:00:00,4.5
AR0,2023-08-17 12:30:00,
AR0,2023-08-29 07:10:00,6
AR0,2023-09-01 07:25:00,5.5
AR0,2023-09-07 07:15:00,3.5
AR0,2023-09-12 07:30:00,4.5
AR0,2023-09-19 07:45:00,4.5
AR0,2023-09-22 07:30:00,5.5
AR1,2023-06-01 08:40:00,6.83
AR1,2023-06-06 07:57:00,4.74
AR1,2023-06-15 07:44:00,4.92
AR1,2023-06-15 07:46:00,2.3
AR1,2023-06-20 08:57:00,5.65
AR1,2023-06-20 09:00:00,4.5
AR1,2023-06-27 08:20:00,6.35
AR1,2023-07-06 07:58:00,6.31
AR1,2023-07-13 09:05:00,
AR1,2023-07-18 09:07:00,6.09
AR1,2023-07-18 09:08:00,1.5
AR1,2023-07-27 07:16:00,
AR1,2023-08-03 08:40:00,5.55
AR1,2023-08-03 08:41:00,3.82
AR1,2023-08-09 06:35:00,
AR1,2023-08-11 07:47:00,4.99
AR1,2023-08-15 08:55:00,3.79
AR1,2023-08-15 08:56:00,1.59
AR1,2023-08-17 12:55:00,
AR1,2023-09-02 07:30:00,5.1
AR1,2023-09-02 07:30:00,5.3
AR1,2023-09-02 07:31:00,4.9
AR1,2023-09-02 07:32:00,4.61
AR1,2023-09-02 07:32:00,4.52
AR1,2023-09-02 07:33:00,4.7
AR1,2023-09-07 08:07:00,3.75
AR1,2023-09-07 08:08:00,5.85
AR1,2023-09-13 07:52:00,5.7
AR1,2023-09-13 07:53:00,2.28
AR1,2023-09-19 07:51:00,7.33
AR1,2023-09-19 07:52:00,4.6
AR1,2023-09-22 07:41:00,7.55
AR1,2023-09-22 07:42:00,3.51
AR2A,2023-05-26 07:50:00,8
AR2A,2023-05-26 08:12:00,8
AR2A,2023-06-01 08:21:00,8
AR2A,2023-06-01 08:38:00,7
AR2A,2023-06-06 08:31:00,7.5
AR2A,2023-06-06 08:47:00,8
AR2A,2023-06-11 08:08:00,7.5
AR2A,2023-06-11 08:29:00,8
AR2A,2023-06-15 08:27:00,7
AR2A,2023-06-15 08:45:00,6
AR2A,2023-06-21 08:01:00,7
AR2A,2023-06-21 08:15:00,6.5
AR2A,2023-06-27 07:14:00,6
AR2A,2023-06-27 07:31:00,5.5
AR2A,2023-07-01 08:37:00,7
AR2A,2023-07-01 08:57:00,6
AR2A,2023-07-05 07:09:00,3.5
AR2A,2023-07-05 07:24:00,4
AR2A,2023-07-13 10:30:00,
AR2A,2023-07-13 10:30:00,
AR2A,2023-07-13 10:31:00,
AR2A,2023-07-18 08:07:00,6.5
AR2A,2023-07-18 08:28:00,3.5
AR2A,2023-07-22 08:08:00,5
AR2A,2023-07-22 08:22:00,3.5
AR2A,2023-07-22 08:30:00,3.25
AR2A,2023-07-22 08:32:00,5
AR2A,2023-07-22 08:38:00,3
AR2A,2023-07-22 08:57:00,5
AR2A,2023-07-27 07:35:00,
AR2A,2023-07-28 08:18:00,6
AR2A,2023-07-28 08:33:00,4
AR2A,2023-08-03 07:48:00,6.5
AR2A,2023-08-03 08:04:00,4
AR2A,2023-08-09 06:55:00,
AR2A,2023-08-10 08:23:00,6
AR2A,2023-08-10 08:42:00,4
AR2A,2023-08-16 08:23:00,4.5
AR2A,2023-08-16 08:38:00,5
AR2A,2023-08-17 13:20:00,
AR2A,2023-08-24 08:37:00,6
AR2A,2023-08-24 08:55:00,5.5
AR2A,2023-08-29 08:32:00,6.5
AR2A,2023-08-29 08:46:00,6
AR2A,2023-09-07 08:08:00,7
AR2A,2023-09-07 08:25:00,5.5
AR2A,2023-09-12 08:08:00,5.5
AR2A,2023-09-12 08:23:00,5.5
AR2A,2023-09-19 07:46:00,6
AR2A,2023-09-19 08:01:00,5
AR2A,2023-09-24 08:00:00,6.5
AR2A,2023-09-24 08:15:00,5.5
AR2B,2023-05-25 08:07:00,8.05
AR2B,2023-05-25 08:09:00,7.62
AR2B,2023-05-31 08:17:00,7.1
AR2B,2023-06-01 08:16:00,7.52
AR2B,2023-06-05 05:39:00,6.91
AR2B,2023-06-05 05:41:00,6.8
AR2B,2023-06-08 07:44:00,7.08
AR2B,2023-06-08 07:45:00,6.95
AR2B,2023-06-14 08:04:00,6.88
AR2B,2023-06-14 08:05:00,6.96
AR2B,2023-06-20 05:24:00,6.74
AR2B,2023-06-20 05:25:00,5.77
AR2B,2023-06-26 08:12:00,6.07
AR2B,2023-06-26 08:13:00,5.37
AR2B,2023-09-06 08:30:00,6.07
AR2B,2023-09-06 08:32:00,5.97
AR2B,2023-09-18 08:16:00,6.04
AR2B,2023-09-18 08:17:00,5.84
AR2B,2023-09-27 08:55:00,6.02
AR2B,2023-09-27 08:56:00,6.07
AR2B,2023-10-10 08:14:00,6.74
AR2B,2023-10-10 08:15:00,6.74
ARH,2023-06-06 07:20:00,10.5
ARH,2023-06-10 07:41:00,10
ARH,2023-06-15 07:35:00,8.5
ARH,2023-06-21 06:31:00,9
ARH,2023-06-27 07:32:00,8.5
ARH,2023-07-02 06:50:00,9
ARH,2023-07-06 06:55:00,9.5
ARH,2023-07-12 06:05:00,9
ARH,2023-07-13 08:45:00,
ARH,2023-07-27 06:40:00,
ARH,2023-08-09 06:20:00,
ARH,2023-08-17 11:45:00,
ARL,2023-05-26 07:00:00,8.5
ARL,2023-06-01 06:35:00,8.5
ARL,2023-06-06 08:25:00,9
ARL,2023-06-10 08:30:00,8
ARL,2023-06-15 06:15:00,8
ARL,2023-06-21 06:15:00,8
ARL,2023-06-27 06:40:00,6
ARL,2023-06-30 07:20:00,6.5
ARL,2023-07-06 07:10:00,7
ARL,2023-07-12 06:35:00,7
ARL,2023-07-13 08:20:00,
ARL,2023-07-18 08:50:00,4
ARL,2023-07-22 08:00:00,4.5
ARL,2023-07-27 06:15:00,
ARL,2023-07-28 08:10:00,3.5
ARL,2023-08-03 07:00:00,4
ARL,2023-08-09 05:56:00,
ARL,2023-08-10 06:15:00,4.5
ARL,2023-08-16 06:10:00,4
ARL,2023-08-17 12:00:00,
ARL,2023-08-24 06:15:00,5.5
ARL,2023-08-29 08:05:00,4.5
ARL,2023-09-02 06:35:00,4
ARL,2023-09-07 08:10:00,6
ARL,2023-09-13 08:35:00,8
ARL,2023-09-19 06:10:00,5
ARL,2023-09-23 08:30:00,5
BB1,2023-07-13 08:35:00,
BB1,2023-07-27 07:44:00,
BB1,2023-08-09 06:20:00,
BB1,2023-08-17 12:05:00,
BB2,2023-07-13 09:24:00,
BB2,2023-07-27 06:47:00,
BB2,2023-08-09 06:56:00,
BB2,2023-08-17 12:49:00,
BB3,2023-07-13 08:19:00,
BB3,2023-07-27 07:29:00,
BB3,2023-08-09 06:08:00,
BB3,2023-08-17 11:48:00,
BB4,2023-05-26 07:00:00,11.5
BB4,2023-05-26 07:30:00,9.5
BB4,2023-06-01 06:25:00,4
BB4,2023-06-01 06:50:00,3
BB4,2023-06-02 07:00:00,5.5
BB4,2023-06-02 07:30:00,6
BB4,2023-06-06 07:15:00,6
BB4,2023-06-06 07:40:00,5.5
BB4,2023-06-10 07:00:00,7
BB4,2023-06-10 07:17:00,5.5
BB4,2023-06-15 06:58:00,6
BB4,2023-06-15 07:18:00,6
BB4,2023-06-21 07:45:00,5
BB4,2023-06-21 08:00:00,5
BB4,2023-06-27 07:40:00,4.5
BB4,2023-06-27 07:56:00,6.5
BB4,2023-07-01 06:55:00,5
BB4,2023-07-01 07:28:00,3
BB4,2023-07-06 07:30:00,6
BB4,2023-07-06 07:50:00,5.5
BB4,2023-07-12 07:20:00,5.5
BB4,2023-07-12 07:49:00,5
BB4,2023-07-13 08:00:00,
BB4,2023-07-18 07:25:00,5.5
BB4,2023-07-18 07:45:00,5.5
BB4,2023-07-22 06:40:00,7
BB4,2023-07-22 06:58:00,7
BB4,2023-07-22 07:00:00,6
BB4,2023-07-22 07:16:00,6
BB4,2023-07-22 07:16:00,7
BB4,2023-07-22 07:32:00,6
BB4,2023-07-27 07:16:00,
BB4,2023-07-28 06:55:00,6
BB4,2023-07-28 07:13:00,4.5
BB4,2023-08-09 05:46:00,
BB4,2023-08-10 07:00:00,7.5
BB4,2023-08-10 07:14:00,7
BB4,2023-08-16 07:15:00,6
BB4,2023-08-16 07:40:00,6
BB4,2023-08-17 11:32:00,
BB4,2023-08-24 07:40:00,7
BB4,2023-08-24 07:55:00,6.5
BB4,2023-08-29 07:41:00,5.5
BB4,2023-08-29 07:58:00,5
BB4,2023-09-06 07:08:00,7
BB4,2023-09-06 07:25:00,4.5
BB4,2023-09-19 07:50:00,4.5
BB4,2023-09-19 08:07:00,5
BB4,2023-09-23 07:13:00,5.5
BB4,2023-09-23 07:30:00,5
BB5,2023-07-13 08:51:00,
BB5,2023-07-27 07:56:00,
BB5,2023-08-09 06:33:00,
BB5,2023-08-17 12:21:00,
BC2,2023-06-11 08:11:00,6
BC2,2023-06-16 07:40:00,6.5
BC2,2023-06-16 07:47:00,7
BC2,2023-07-06 07:50:00,5.5
BC2,2023-07-13 07:50:00,
BC2,2023-07-20 07:02:00,5.5
BC2,2023-07-27 06:59:00,
BC2,2023-07-27 06:59:00,
BC2,2023-07-27 07:01:00,
BC2,2023-08-09 06:45:00,
BC2,2023-08-17 13:44:00,
BC2,2023-08-17 13:44:00,
BC2,2023-08-17 13:50:00,
BC2,2023-09-01 07:05:00,6
BC2,2023-09-14 07:10:00,6
BC2,2023-09-14 07:20:00,6
BC2,2023-09-22 08:05:00,5.5
BD1,2023-05-26 06:23:00,8
BD1,2023-06-02 06:20:00,8.5
BD1,2023-06-02 06:35:00,8
BD1,2023-06-06 06:25:00,7.5
BD1,2023-06-11 08:10:00,7.5
BD1,2023-06-15 06:20:00,7.5
BD1,2023-06-15 06:31:00,7.5
BD1,2023-06-21 06:06:00,7.5
BD1,2023-07-02 08:14:00,7.5
BD1,2023-07-02 08:27:00,7.5
BD1,2023-07-07 06:10:00,6
BD1,2023-07-12 06:13:00,7
BD1,2023-07-12 06:25:00,7
BD1,2023-07-13 09:05:00,
BD1,2023-07-13 09:05:00,
BD1,2023-07-13 09:06:00,
BD1,2023-07-22 08:15:00,6.5
BD1,2023-07-22 08:22:00,6.5
BD1,2023-07-22 08:30:00,6.5
BD1,2023-07-27 07:50:00,
BD1,2023-07-28 06:00:00,6
BD1,2023-07-28 06:12:00,5.5
BD1,2023-08-09 07:25:00,
BD1,2023-08-11 06:01:00,6.5
BD1,2023-08-11 06:11:00,6.5
BD1,2023-08-17 06:11:00,6
BD1,2023-08-17 11:45:00,
BD1,2023-08-24 06:15:00,7
BD1,2023-08-29 06:46:00,7.5
BD1,2023-08-29 06:57:00,7.5
BD1,2023-09-13 06:24:00,7
BD1,2023-09-13 06:35:00,7.5
BD1,2023-09-17 08:08:00,7.5
BD1,2023-09-17 08:18:00,7.5
BD1,2023-09-24 08:40:00,7.5
BI1,2023-05-31 07:20:00,9
BI1,2023-05-31 08:00:00,13.5
BI1,2023-06-02 08:15:00,6.85
BI1,2023-06-02 08:25:00,7.73
BI1,2023-06-05 07:35:00,8.5
BI1,2023-06-05 08:10:00,6
BI1,2023-06-10 08:50:00,5
BI1,2023-06-10 09:12:00,7.5
BI1,2023-06-15 07:33:00,8
BI1,2023-06-15 08:05:00,7
BI1,2023-06-20 07:25:00,6.5
BI1,2023-06-20 07:45:00,5
BI1,2023-06-27 08:00:00,7.5
BI1,2023-06-27 08:23:00,7
BI1,2023-06-30 07:45:00,7
BI1,2023-06-30 08:00:00,4
BI1,2023-07-05 07:19:00,7
BI1,2023-07-05 07:36:00,6
BI1,2023-07-12 07:14:00,6
BI1,2023-07-12 07:35:00,7
BI1,2023-07-13 07:37:00,
BI1,2023-07-13 07:37:00,
BI1,2023-07-13 07:39:00,
BI1,2023-07-18 07:40:00,
BI1,2023-07-18 08:00:00,
BI1,2023-07-27 06:10:00,
BI1,2023-07-28 07:20:00,4.5
BI1,2023-07-28 07:40:00,5
BI1,2023-08-02 07:25:00,7.5
BI1,2023-08-02 07:50:00,7.5
BI1,2023-08-09 05:40:00,
BI1,2023-08-10 07:50:00,7.5
BI1,2023-08-10 08:11:00,5
BI1,2023-08-16 07:50:00,5
BI1,2023-08-16 08:10:00,5
BI1,2023-08-17 11:35:00,
BI1,2023-08-29 07:47:00,9
BI1,2023-08-29 08:10:00,10
BI1,2023-09-07 07:31:00,7
BI1,2023-09-07 07:50:00,7.5
BI1,2023-09-13 06:56:00,5
BI1,2023-09-13 07:15:00,6
BI1,2023-09-19 07:10:00,7
BI1,2023-09-19 07:40:00,5.5
BI2,2023-05-27 08:45:00,8.5
BI2,2023-06-06 07:00:00,11.5
BI2,2023-06-10 08:35:00,8
BI2,2023-06-22 07:20:00,8.5
BI2,2023-06-28 08:20:00,7.5
BI2,2023-07-01 09:30:00,8.5
BI2,2023-07-06 07:15:00,6
BI2,2023-07-22 08:30:00,5.5
BLK1N,2023-07-13 08:47:00,
BLK1N,2023-07-27 07:27:00,
BLK1N,2023-08-09 07:04:00,
BLK1N,2023-08-17 12:33:00,
BLK1X,2023-05-26 08:00:00,7.3
BLK1X,2023-05-26 08:03:00,7.26
BLK1X,2023-06-07 07:40:00,7.42
BLK1X,2023-06-07 07:43:00,7.03
BLK1X,2023-06-14 08:00:00,6.65
BLK1X,2023-06-14 08:03:00,6.96
BLK1X,2023-06-21 08:00:00,7.51
BLK1X,2023-06-21 08:03:00,6.26
BLK1X,2023-06-26 08:55:00,6.96
BLK1X,2023-06-26 08:57:00,6.78
BLK1X,2023-07-05 08:50:00,6.36
BLK1X,2023-07-05 08:52:00,6.21
BLK1X,2023-07-21 08:45:00,5.68
BLK1X,2023-07-21 08:47:00,5.08
BLK1X,2023-08-11 08:52:00,6.4
BLK1X,2023-08-11 08:54:00,6.25
BLK1X,2023-08-17 08:43:00,5.7
BLK1X,2023-08-17 08:45:00,5.29
BLK1X,2023-08-30 07:44:00,6.85
BLK1X,2023-08-30 07:46:00,6.81
BLK1X,2023-09-01 09:02:00,7.44
BLK1X,2023-09-01 09:04:00,7.35
BLK1X,2023-09-13 09:00:00,6.34
BLK1X,2023-09-13 09:02:00,6.49
BLK1X,2023-09-20 08:58:00,6.56
BLK1X,2023-09-20 09:00:00,6.85
BMBB2,2023-05-26 08:10:00,8.5
BMBB2,2023-06-01 08:15:00,9
BMBB2,2023-06-06 06:45:00,9.5
BMBB2,2023-06-10 07:05:00,9
BMBB2,2023-06-15 07:20:00,8
BMBB2,2023-06-21 06:48:00,7.5
BMBB2,2023-06-27 06:40:00,8
BMBB2,2023-07-01 06:25:00,8
BMBB2,2023-07-06 06:25:00,9
BMBB2,2023-07-12 06:25:00,5
BMBB2,2023-07-13 07:45:00,
BMBB2,2023-07-18 06:20:00,3.5
BMBB2,2023-07-22 06:24:00,4
BMBB2,2023-07-27 06:52:00,
BMBB2,2023-07-28 07:45:00,5.5
BMBB2,2023-08-03 08:42:00,5.5
BMBB2,2023-08-09 07:27:00,
BMBB2,2023-08-10 06:45:00,8
BMBB2,2023-08-16 07:00:00,5
BMBB2,2023-08-17 13:40:00,
BMBB2,2023-08-24 06:50:00,6
BMBB2,2023-08-29 07:05:00,6
BMBB2,2023-09-02 06:40:00,8
BMBB2,2023-09-07 07:00:00,5
BMBB2,2023-09-13 06:50:00,5
BMBB2,2023-09-18 08:30:00,7.5
BMBB2,2023-09-23 06:35:00,7.5
BMDB1,2023-05-26 07:30:00,5
BMDB1,2023-06-06 08:30:00,7
BMDB1,2023-06-10 08:30:00,6
BMDB1,2023-06-15 07:45:00,6
BMDB1,2023-06-21 06:45:00,5
BMDB1,2023-06-27 07:00:00,6
BMDB1,2023-07-01 08:20:00,5
BMDB1,2023-07-06 07:05:00,2
BMDB1,2023-07-12 07:20:00,8
BMDB1,2023-07-13 08:00:00,
BMDB1,2023-07-18 07:30:00,10
BMDB1,2023-07-22 08:40:00,6.5
BMDB1,2023-07-22 08:52:00,6.5
BMDB1,2023-07-22 09:05:00,6.5
BMDB1,2023-07-27 07:20:00,
BMDB1,2023-07-28 07:15:00,5.5
BMDB1,2023-08-03 07:15:00,3
BMDB1,2023-08-09 07:14:00,
BMDB1,2023-08-09 07:14:00,
BMDB1,2023-08-09 07:15:00,
BMDB1,2023-08-10 07:20:00,3
BMDB1,2023-08-16 07:15:00,1.5
BMDB1,2023-08-17 14:15:00,
BMDB1,2023-08-24 07:10:00,5
BMDB1,2023-08-29 07:15:00,2.5
BMDB1,2023-09-02 07:30:00,4.5
BMDB1,2023-09-07 07:10:00,3
BMDB1,2023-09-13 07:05:00,3
BMDB1,2023-09-18 06:40:00,4
BMDB1,2023-09-22 07:05:00,3
BMR3X,2023-07-25 07:22:00,4.98
BMR3X,2023-07-25 07:24:00,4.84
BMR3X,2023-07-27 06:20:00,
BMR3X,2023-08-09 05:50:00,
BMR3X,2023-08-09 05:50:00,
BMR3X,2023-08-09 05:51:00,
BMR3X,2023-08-15 08:40:00,5.82
BMR3X,2023-08-15 08:42:00,5.84
BMR3X,2023-08-17 11:43:00,
BMR3X,2023-08-17 11:43:00,
BMR3X,2023-08-17 11:45:00,
BMR3X,2023-08-31 08:18:00,6.18
BMR3X,2023-08-31 08:20:00,6.2
BMR3X,2023-09-07 08:13:00,5.5
BMR3X,2023-09-07 08:15:00,5.48
BMR3X,2023-09-19 08:18:00,5.82
BMR3X,2023-09-19 08:20:00,5.71
BMR6N,2023-07-13 08:11:00,7.05
BMR6N,2023-07-27 06:05:00,
BMR6N,2023-08-09 05:30:00,
BMR6N,2023-08-09 05:30:00,
BMR6N,2023-08-09 06:31:00,
BMR6N,2023-08-17 12:15:00,
BMR6X,2023-06-28 06:30:00,8
BMR6X,2023-07-01 06:30:00,9
BMR6X,2023-07-06 06:30:00,7.5
BMR6X,2023-07-12 06:45:00,9
BMR6X,2023-07-22 06:30:00,7.5
BMR6X,2023-07-22 06:45:00,7.25
BMR6X,2023-07-22 07:00:00,7
BMR6X,2023-07-28 06:30:00,6.5
BMR6X,2023-08-03 06:00:00,7
BMR6X,2023-08-11 06:30:00,9
BMR6X,2023-08-16 06:30:00,7
BMR6X,2023-08-24 06:30:00,7.5
BMR6X,2023-08-31 08:28:00,6.38
BMR6X,2023-08-31 08:30:00,6.35
BMR6X,2023-09-19 08:30:00,7.32
BR1,2023-05-26 06:22:00,7.5
BR1,2023-05-26 06:36:00,7.5
BR1,2023-06-01 06:30:00,7.5
BR1,2023-06-01 06:45:00,7
BR1,2023-06-06 06:01:00,6.5
BR1,2023-06-11 08:09:00,6.5
BR1,2023-06-11 08:17:00,5.5
BR1,2023-06-15 06:00:00,6.5
BR1,2023-06-15 06:08:00,7
BR1,2023-06-20 06:05:00,6
BR1,2023-06-28 07:42:00,5.08
BR1,2023-06-28 07:45:00,4.89
BR1,2023-07-07 06:10:00,5.5
BR1,2023-07-12 06:40:00,6
BR1,2023-07-12 06:46:00,5.5
BR1,2023-07-18 06:05:00,4
BR1,2023-07-18 06:13:00,4
BR1,2023-07-22 06:10:00,4.5
BR1,2023-07-22 06:12:00,4.5
BR1,2023-07-22 06:15:00,4.5
BR1,2023-07-22 06:28:00,4.5
BR1,2023-07-27 06:15:00,4.5
BR1,2023-07-27 06:27:00,4
BR1,2023-08-03 06:10:00,5
BR1,2023-08-10 06:15:00,5
BR1,2023-08-10 06:21:00,5.5
BR1,2023-08-16 06:21:00,5
BR1,2023-08-16 06:28:00,5
BR1,2023-08-24 07:28:00,6.35
BR1,2023-08-24 07:30:00,6.3
BR1,2023-08-29 06:00:00,6.5
BR1,2023-08-29 06:09:00,6.5
BR1,2023-09-02 08:00:00,6.5
BR1,2023-09-02 08:11:00,6.5
BR1,2023-09-07 06:30:00,6.5
BR1,2023-09-07 06:38:00,6.5
BR1,2023-09-14 06:25:00,6.5
BR1,2023-09-18 06:17:00,6
BR1,2023-09-18 06:22:00,6.5
BR1,2023-09-23 06:30:00,7
BR1,2023-09-23 06:35:00,7
BWB1,2023-05-26 08:10:00,10
BWB1,2023-06-01 08:55:00,8
BWB1,2023-06-06 08:00:00,7.5
BWB1,2023-06-11 08:15:00,8.5
BWB1,2023-06-15 08:28:00,7.5
BWB1,2023-06-21 08:47:00,7.5
BWB1,2023-06-27 08:40:00,7.5
BWB1,2023-07-01 08:58:00,8
BWB1,2023-07-06 08:42:00,7.5
BWB1,2023-07-12 07:50:00,8
BWB1,2023-07-13 08:38:00,
BWB1,2023-07-19 08:55:00,7
BWB1,2023-07-27 06:52:00,
BWB1,2023-07-28 08:05:00,7.5
BWB1,2023-08-03 08:25:00,8
BWB1,2023-08-09 07:05:00,
BWB1,2023-08-10 09:00:00,8
BWB1,2023-08-16 08:53:00,7
BWB1,2023-08-17 12:41:00,
BWB1,2023-08-24 08:40:00,8.5
BWB1,2023-08-29 08:40:00,7.5
BWB1,2023-09-02 09:00:00,8.5
BWB1,2023-09-07 08:23:00,7.5
BWB1,2023-09-13 08:50:00,8.5
BWB1,2023-09-18 08:30:00,7.5
BWB1,2023-09-22 08:48:00,8.5
BWB4,2023-06-07 08:59:00,5.86
BWB4,2023-06-15 07:13:00,2.21
BWB4,2023-06-22 08:41:00,3.21
BWB4,2023-06-27 07:50:00,2.44
BWB4,2023-06-30 08:30:00,2.26
BWB4,2023-07-05 08:05:00,4.3
BWB4,2023-07-12 07:53:00,1.98
BWB4,2023-07-13 08:52:00,
BWB4,2023-07-19 07:58:00,3.37
BWB4,2023-07-21 08:49:00,2.8
BWB4,2023-07-27 07:06:00,
BWB4,2023-08-02 08:17:00,2.86
BWB4,2023-08-09 07:19:00,
BWB4,2023-08-10 08:42:00,3.48
BWB4,2023-08-15 07:57:00,2.84
BWB4,2023-08-17 12:00:00,
BWB4,2023-08-23 08:30:00,3.49
CB2,2023-05-31 05:45:00,8.19
CB2,2023-05-31 05:46:00,8.2
CB2,2023-06-05 07:46:00,7.97
CB2,2023-06-05 07:49:00,7.87
CB2,2023-06-08 05:44:00,8.12
CB2,2023-06-08 05:46:00,7.63
CB2,2023-06-14 07:17:00,7.99
CB2,2023-06-14 07:18:00,7.43
CB2,2023-06-20 07:23:00,7.81
CB2,2023-06-20 07:25:00,7.46
CB2,2023-06-26 05:49:00,7.88
CB2,2023-06-26 05:51:00,7.06
CB2,2023-07-12 07:40:00,7.66
CB2,2023-07-12 07:41:00,6.41
CB2,2023-07-26 05:44:00,7.41
CB2,2023-07-26 05:45:00,5.53
CB2,2023-08-10 06:15:00,7.46
CB2,2023-08-10 06:20:00,6.19
CB2,2023-08-16 10:24:00,6.98
CB2,2023-08-16 10:32:00,6.3
CB2,2023-08-30 06:25:00,7.55
CB2,2023-08-30 06:27:00,7.04
CB2,2023-09-06 06:07:00,7.8
CB2,2023-09-06 06:08:00,7.1
CB2,2023-09-18 06:48:00,7.14
CB2,2023-09-18 06:50:00,7
CB2,2023-09-27 06:32:00,7.62
CB2,2023-09-27 06:33:00,7.52
CB2,2023-10-10 06:50:00,7.63
CB2,2023-10-10 06:51:00,7.55
CBB1,2023-05-18 06:33:00,8.28
CBB1,2023-05-18 06:36:00,8.25
CBB1,2023-05-31 05:34:00,8.05
CBB1,2023-05-31 05:35:00,8.12
CBB1,2023-06-05 07:46:00,7.94
CBB1,2023-06-05 07:49:00,7.82
CBB1,2023-06-08 05:35:00,7.71
CBB1,2023-06-08 05:36:00,7.61
CBB1,2023-06-14 07:27:00,7.35
CBB1,2023-06-14 07:28:00,7.33
CBB1,2023-06-20 07:33:00,7.39
CBB1,2023-06-20 07:35:00,7.02
CBB1,2023-06-26 05:39:00,7.44
CBB1,2023-06-26 05:40:00,6.97
CBB1,2023-07-13 07:44:00,6.4
CBB1,2023-07-13 07:45:00,5.58
CBB1,2023-08-09 05:53:00,6.59
CBB1,2023-08-09 05:56:00,6.62
CBB1,2023-08-17 11:07:00,6.58
CBB1,2023-08-17 11:12:00,6.32
CBB1,2023-08-30 06:08:00,6.96
CBB1,2023-08-30 06:10:00,6.84
CBB1,2023-09-06 05:52:00,6.8
CBB1,2023-09-06 05:53:00,6.8
CBB1,2023-09-07 09:40:00,7.14
CBB1,2023-09-07 09:42:00,6.48
CBB1,2023-09-18 06:35:00,7.17
CBB1,2023-09-18 06:36:00,7.07
CBB1,2023-09-22 11:45:00,8.01
CBB1,2023-09-22 11:47:00,7.55
CBB1,2023-09-27 06:20:00,7.57
CBB1,2023-09-27 06:22:00,7.49
CBB1,2023-10-10 06:37:00,7.67
